priority_tier,priority_score,row_number,problem_description,current_ai_primary,primary_assessment,model_primary_assessment,current_primary_in_label_set,multi_label_assessment,audit_label_1,audit_label_2,internal_priority_reason,recommended_human_action,original_rank1_pattern,priority_signals,audit_justification
P3 - confirmation likely sufficient,12,332,I was wrongfully terminated from you homeless shelter for telling my boss co workers were being negligent. She got angry knowing I have dislexia and fired me. No I am behind on rent pge and other bills. I left a good job to work there,Labor & Employment / Whistleblowers,supported,needs_change,yes,two_labels_supported,Labor & Employment / Whistleblowers,Labor & Employment / ADA (Disability) Act Issues,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"The current primary label (Whistleblowers) is plausible but not clearly tied to reporting illegal activity; however the text does assert retaliation for reporting negligence. A second label is supported because the user explicitly ties the termination to dyslexia (a disability), creating a separate ADA-type claim."
P3 - confirmation likely sufficient,12,341,"Currently out in short term disability. Exhausted FMLA, due to emergency medical under doctor care. In pending process through corporate be approved for non FMLA medical leave. Have stellar reputation and never abused pto never had disability until this emergency. At local level not corporate Work is terminating me today saying since I have no more FMLA and no accommodations available. Received letter from local HR stating I either need to return to work, adaaa accommodation which said nothing available or resign. Saying I am voluntarily quitting which I am not, due to not returning and I have to clean out my office.",Labor & Employment / ADA (Disability) Act Issues,supported,supported,yes,two_labels_supported,Labor & Employment / ADA (Disability) Act Issues,Labor & Employment / FMLA,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"The current primary label (ADA) is supported due to accommodation denial and termination linked to medical condition. A second label is also supported because the facts explicitly involve exhaustion of FMLA and termination tied to leave status, which is a distinct FMLA-related aspect."
P3 - confirmation likely sufficient,12,342,I would like an attorney to review my separation agreement and help negotiate the severance pay offered as I believe it is not consistent or equitable. I believe that I may have been terminated due to my FMLA status and/or my age.,Labor & Employment / Document Review/Severance Packages.,supported,supported,yes,two_labels_supported,Labor & Employment / Document Review/Severance Packages.,Labor & Employment / FMLA,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Current primary is supported by the direct request to review/negotiate a separation/severance agreement. A second label is supported because the user separately alleges termination tied to FMLA status (distinct statutory claim). Age discrimination is also mentioned but does not require a second label given the two-label limit and the stronger FMLA framing.
P3 - confirmation likely sufficient,12,344,"Message: I am Being severely harassed by one of my employers on and off the job. There's sexual harassment, discrimination, defamation of character, slander threats an unbelievably hostile work environment wage discrepancies and they switch me from salary one week to hourly wages the next just to avoid paying me my overtime she beats on my door at all hours of the day and night screening text messages that are unbelievable voicemails that are unbelievable there have been employees that have quit because of the way she treats me in front of them and guests so I finally contacted the labor board and they referred me can contact you guys immediately if not sooner please help it's gotten to the point now where I'm afraid to go into work because I don't know what to expect and I don't want to be ridiculed and humiliated and strained after hours",Labor & Employment / Sexual Harrasment,supported,needs_change,yes,two_labels_supported,Labor & Employment / Wage and Hour Claims,Labor & Employment / Sexual Harrasment,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"While sexual harassment is mentioned, the description includes a concrete overtime-avoidance/pay-structure allegation that is independently actionable and heavily described. Two labels are supported because wage/overtime violations and sexual harassment are distinct employment issues."
P3 - confirmation likely sufficient,12,365,"My landlord is refusing to fix a sewer leak issue, along with standing water under my home that is causing mold, and rodents that were living in my vents. Now she's trying to say it's my fault and I need to pay for everything, even though they are admitting the issues and know what's going on, as they are trying to get the builders the fix the issues. They keep lying to me and now for over 2 weeks I've had terrible sewer leaks they won't fix or even entertain. They said those leaks have fixed themselves all on their own, and they can't be leaking anymore.",Real Property / Tenant (Residential),supported,supported,yes,two_labels_supported,Real Property / Tenant (Residential),General Litigation / Mold Claims,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Tenant-landlord repair/habitability dispute clearly fits Tenant (Residential). The explicit mention of mold supports a distinct mold-claim litigation angle in addition to routine repair dispute.
P3 - confirmation likely sufficient,12,371,I believe that I am being discriminated against by my Landlord for having children one of which has a disability. I have received multiple violations and am now being threatened with an eviction. I need help fighting this because my Landlord is making it a point to make my children and I feel very unsafe and uncomfortable living in our own home.,Real Property / Tenant (Residential),supported,needs_change,yes,two_labels_supported,General Litigation / Civil Rights,Real Property / Tenant (Residential),The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"The current primary (Tenant Residential) is partially relevant, but the central claim is housing discrimination (familial status/disability), which aligns more directly with Civil Rights; tenancy context supports a second label."
P3 - confirmation likely sufficient,12,387,"Ongoing harassment from next door neighbor. I was bear sprayed through a hole he cut in the fence. He harrassed 11 y.o. daughter. My wife believes she was shot at with a pellet gun. Sprayed chemicals to kill plants on my property. Threatened delivery workers with violence. He has cut peepholes in the fence and established cameras pointing into our yard and windows. 3 plus neighbors have similar stories and they have all told me that previous owners have moved because of this neighbor and his aggressive actions. We want to enjoy our home, but he finds joy in making life miserable for us and fearful of our young children’s safety. He has said “I’ll never stop watching you”",General Litigation / Neighbor Disputes/Nuisance,supported,supported,yes,two_labels_supported,General Litigation / Neighbor Disputes/Nuisance,General Litigation / Stalking Orders,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,The situation supports both a civil neighbor/nuisance dispute and a distinct requestable remedy of a stalking-type protective order based on repeated harassment and monitoring.
P3 - confirmation likely sufficient,12,391,"A contractor lied about having a plumbing license and flooded my place twice. He has general contractor license not a plumbing license. I have gone through insurance claim (declined due to him not being a plumber), and CCB mediation (he refused to participate). Seems like my last option is go legal route to go after his bond for the house repair compensation. Would like to know what route will make the most sense for my financial compensation. Circuit court with lawyer fee vs Small claim court with not larger than $10K compensation. My estimate of damage caused by him is about $18K.",Real Property / Construction/Contractors,supported,supported,yes,two_labels_supported,Real Property / Construction/Contractors,Consumer Law / Small Claims Advice,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Primary dispute is against a contractor for defective/unauthorized work and damages; additionally, they specifically request guidance on pursuing small claims versus higher court."
P3 - confirmation likely sufficient,12,397,I need a tax attorney I need someone to help me review submitted tax documents on my tax account (old) and cross reference review my ssdi statements and to read instructions on what i need to fill out to sort and what provisions that may or may not be submitted by me. Someone has tried to to submit tax documents in my name before in an attempt to steal my benefits i have just WON my disability case I will be receiving SSDI and SSI back pay I have several concerns about already submitted documents and corrections that need to be made basically i need help submitting irs tax forms to irs so i can respond to my taxes and get my benefits paid directly to me while making sure everything is correct. Please call me with any questions I need help ASAP background verification is required I will pay hourly or daily and out of pocket cash or check. I will pay right away I really need help by someone who can help me with taxes,Taxation / Personal Income,supported,needs_change,yes,two_labels_supported,Consumer Law / Identity Theft,Taxation / Personal Income,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"The narrative centers on fraudulent filings in the user’s name (identity theft), with a secondary but distinct request for tax-form/IRS-account assistance; thus the current single tax label is incomplete."
P3 - confirmation likely sufficient,12,399,Need legal advise regarding a trustee who has breached their fiduciary duty. Possible elder financial abuse. Also is there a statue of limitation on when I need to file a complaint?,Wills & Trusts / Litigation,supported,supported,yes,two_labels_supported,Wills & Trusts / Litigation,Wills & Trusts / Elder Abuse,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Trustee breach/fiduciary-duty allegations fit W&T litigation; the text also expressly raises elder financial abuse as a distinct concern.
P3 - confirmation likely sufficient,12,411,"I and my brother were my Mother's POA's and I am on her banking accounts. I can write checks ect. My mother had dementia and lives alone in her own house. My siblings and I have suggested in home care, meals on wheels ect. My mother has denied all. I went over after calling her and she had moldy food, moldy dishes, her sink was full of putrid water, her car was no working because she had left the door open and drained the battery. On that day she asked if she should live at home anymore. I said no, not anymore. My siblings and I found an apartment in an independent living community, and chose an apartment. We took her to the apartment to see it and she discussed what furnishings and decorating ect. She was hesitant but feeling good my the end of the meal we had there. I have been informed that our POA's were replaced with a ""friend of my mothers"" and that my siblings and I are accused of elder abuse and stealing from her. I have no idea what to do?",Wills & Trusts / Elder Abuse,supported,supported,yes,two_labels_supported,Wills & Trusts / Elder Abuse,Wills & Trusts / Conservatorship/Guardianship,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Primary label is supported because the facts strongly suggest exploitation/undue influence. A separate, distinct need for guardianship/conservatorship is also supported by dementia, safety concerns, and contested authority."
P3 - confirmation likely sufficient,8,14,"My landlord is refusing to fix a sewer leak issue, along with standing water under my home that is causing mold, and rodents that were living in my vents. Now she's trying to say it's my fault and I need to pay for everything, even though they are admitting the issues and know what's going on, as they are trying to get the builders the fix the issues. They keep lying to me and now for over 2 weeks I've had terrible sewer leaks they won't fix or even entertain. They said those leaks have fixed themselves all on their own, and they can't be leaking anymore.",Real Property / Tenant (Residential),supported,supported,yes,two_labels_supported,Real Property / Tenant (Residential),General Litigation / Mold Claims,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed,Primary landlord-tenant repair dispute is clear; explicit mold conditions also support a distinct mold-claim framing if damages/health impacts are pursued.
P3 - confirmation likely sufficient,8,69,"I was assaulted on camera, there is video proof. There are also medical records, I was knocked unconscious and have suffered various injuries including concussion. I have much proof. The police officers who wrote the report wrote a false report calling it harassment, and refused to return my calls. My insurance company has the video and I also have witnesses of the crime the cops refused to interview and the police also have broke their policy when not using body cameras while conducting field interviews on this case. I want to press charges against the PD for writing a false report and changing my statement that they took.",General Litigation / Actions Against Police,supported,needs_change,yes,two_labels_supported,General Litigation / Personal Injury,General Litigation / Actions Against Police,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed,"Current primary focuses only on police misconduct, but the facts also clearly support a separate underlying personal injury claim for the assault itself."
P3 - confirmation likely sufficient,8,108,I am being sued for an unpaid dental bill from 2016 and I currently receive unemployment and have housing assistance. I have other debts that concern me too. I would like to file bankruptcy to relieve myself of the stress of not being able to pay the debts. I am also concerned about being served for the dentist bill which is $530. Please help. Thank you.,Bankruptcy / Personal,supported,supported,yes,two_labels_supported,Bankruptcy / Personal,Debtor/Creditor / General (Debtor),The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed,"Bankruptcy is a primary requested remedy, but the active creditor lawsuit is also a distinct, present debt-collection/legal pressure supporting a second label."
P3 - confirmation likely sufficient,8,110,"I am being sued by OneMain for falling behind on a loan during the pandemic and the loan was charged off for delinquency. The amount owed is $4,505.32. I'm currently unemployed with no major assets along with past debts being sent to debt collectors and an active student loan that isn't behind currently. I think the best option is for me to file for bankruptcy but I'm not sure where to start or if that is the best option.",Bankruptcy / Personal,supported,supported,yes,two_labels_supported,Bankruptcy / Personal,Debtor/Creditor / General (Debtor),The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed,"Bankruptcy is requested, but an ongoing creditor lawsuit/collection posture is also present and distinct."
P3 - confirmation likely sufficient,8,129,"I'm in the process of concepting a small business and I need legal help. I'm thinking of opening a store in Portland selling imported home goods from S. Korea. I also would like to have some percentage of sales contribute to build a stronger Korean community in Portland (grant/ scholarship/ regular meet up events). I don't know what would be the right business structure. Would this be LLC, or non- profit? I also have questions on tax laws. If someone who knows import/export laws could be available, it would be amazing. Thank you. I look forward to some professional legal advice.","Business & Corporate / General (Contracts, Business, Organization)",supported,supported,yes,two_labels_supported,"Business & Corporate / General (Contracts, Business, Organization)",International Law / Business and Corporate,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed,Primary is supported for entity formation/structuring; a distinct second issue is explicitly requested: import/export-related legal guidance crossing national borders.
P3 - confirmation likely sufficient,8,134,"I'm looking for an attorney who specializes in Oregon cannabis regulatory compliance, particularly someone with experience in OLCC enforcement matters. I'm a partial owner of a licensed cannabis business and need legal advice regarding potential regulatory violations and whistleblower considerations. I'm also concerned about protecting myself from liability and ensuring my personal safety during this process. Please use email to contact me if possible.",Business & Corporate / Marijuana Business,supported,supported,yes,two_labels_supported,Business & Corporate / Marijuana Business,Labor & Employment / Whistleblowers,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed,Primary matches cannabis/OLCC compliance. A second distinct legal service is requested: whistleblower-related guidance.
P3 - confirmation likely sufficient,8,228,"I was served a petition for custody and parenting time and child support. The father of my child wants parenting time. He lives in another state. I have 30 days to ""appear"" in this case. I need to file and show proof that his lawyer was formally served. I need to know what to expect and some advice what I should do. My daughter is 14 and does not want to be forced to be with her dad. She will be 15 in August. I know she has rights too.",Family Law / Child Custody/Visitation,supported,supported,yes,two_labels_supported,Family Law / Child Custody/Visitation,Family Law / Child Support/Modification,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed,"Custody/parenting time is central, and child support is explicitly part of the served petition, supporting a second label."
P3 - confirmation likely sufficient,8,256,I suffered property fire that originated in neighbors property. I have uninsured losses from fire and want to sue neighbors insurance for the losses. I need fire damage attorney.,General Litigation / Property Damage,supported,supported,yes,two_labels_supported,General Litigation / Property Damage,General Litigation / Insurance (Liability),The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed,"Property Damage is supported as the core harm is fire damage to property. The request also specifically targets the neighbor’s insurer, supporting an additional insurance-liability dispute angle."
P3 - confirmation likely sufficient,8,316,I would like to build up an EB5 immigration case. Need Attorney(s) who specializes both immigration and professional investment law and processes.,International Law / Gen. Immigration/Visas,supported,supported,yes,two_labels_supported,International Law / Gen. Immigration/Visas,Business & Corporate / Securities,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed,Primary immigration label is supported; a second label is supported because the user explicitly requests specialized investment law expertise as part of the EB-5 case.
