scenario_id,runs_observed,usable_runs,question_matched_runs,domestic_violence_explicit_probe_runs,expected_category_present_initial_runs,expected_category_is_initial_top_runs,expected_category_present_final_runs,expected_category_is_final_top_runs,final_exact_scorable_matched_runs,expected_exact_label_present_final_runs,distinct_question_sets,distinct_final_label_sets,swap_pair,domestic_violence_hidden_fact,paper_failure_mode
x0619,3,3,0,0,3,0,0,0,0,0,3,0,contractor_vs_small_claims,False,
x0620,3,3,3,0,3,1,3,2,3,3,3,2,contractor_vs_small_claims,False,
x0621,3,3,0,0,2,0,0,0,0,0,3,0,contractor_vs_small_claims,False,
x0622,3,3,3,0,3,0,3,3,3,3,3,2,contractor_vs_small_claims,False,
x0623,3,3,0,0,3,0,0,0,0,0,3,0,contractor_vs_small_claims,False,
x0624,3,3,2,0,3,2,2,2,2,2,3,1,contractor_vs_small_claims,False,
x0625,3,3,2,0,3,0,2,2,2,2,3,1,contractor_vs_small_claims,False,
x0626,3,3,3,0,3,0,3,3,3,3,3,1,contractor_vs_small_claims,False,
x0627,3,3,1,0,3,1,1,1,1,1,3,1,contractor_vs_small_claims,False,
x0628,3,3,3,0,3,0,3,2,3,3,3,3,contractor_vs_small_claims,False,
x0629,3,3,1,0,3,0,1,1,1,1,3,1,contractor_vs_small_claims,False,
x0630,3,3,3,0,3,0,3,3,3,3,3,1,contractor_vs_small_claims,False,
x0631,3,3,0,0,3,1,0,0,0,0,3,0,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0632,3,3,3,0,3,2,2,0,0,0,3,3,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0633,3,3,3,0,2,0,3,3,0,0,3,3,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0634,3,3,2,0,2,0,2,2,0,0,3,1,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0635,3,3,1,0,3,2,1,0,0,0,3,1,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0636,3,3,3,0,3,3,3,1,0,0,3,3,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0637,3,3,3,1,3,0,3,3,0,0,3,3,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0638,3,3,3,0,1,1,3,0,0,0,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0639,3,3,1,0,3,1,1,0,0,0,3,1,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0640,3,3,3,0,3,3,3,0,0,0,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0641,3,3,3,0,3,0,3,3,0,0,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0642,3,3,3,0,3,0,3,3,0,0,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0643,3,3,0,0,3,1,0,0,0,0,3,0,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0644,3,3,3,0,3,3,3,0,0,0,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0645,3,3,3,1,3,0,3,3,0,0,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0646,3,3,0,0,3,3,0,0,0,0,3,0,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0647,3,3,3,0,3,3,3,0,3,3,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0648,3,3,1,0,3,3,0,0,1,0,3,1,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0649,3,3,3,3,3,3,1,0,3,1,3,3,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0650,3,3,2,0,3,3,0,0,2,0,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0651,3,3,3,0,3,3,2,0,3,2,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0652,3,3,0,0,3,3,0,0,0,0,3,0,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0653,3,3,3,1,3,2,0,0,3,0,3,3,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0654,3,3,0,0,3,3,0,0,0,0,3,0,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0655,3,3,3,0,3,3,2,0,3,2,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0656,3,3,0,0,3,3,0,0,0,0,3,0,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0657,3,3,2,2,3,3,0,0,2,0,3,2,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0658,3,3,2,0,3,3,0,0,2,0,3,1,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0659,3,3,3,0,3,3,3,0,3,3,3,1,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0660,3,3,0,0,3,3,0,0,0,0,3,0,license_vs_employment_discrimination,False,employment_admin_ignores_hearing_signals
x0661,3,3,0,1,0,0,0,0,0,0,3,0,mold_vs_tenant,False,
x0662,3,3,3,0,1,0,3,3,3,3,3,1,mold_vs_tenant,False,
x0663,3,3,2,0,0,0,2,2,2,2,3,1,mold_vs_tenant,False,
x0664,3,3,3,0,3,3,3,3,3,3,3,3,mold_vs_tenant,False,
x0665,3,3,0,3,0,0,0,0,0,0,3,0,mold_vs_tenant,False,
x0666,3,3,3,0,3,0,3,3,3,3,3,1,mold_vs_tenant,False,
x0667,3,3,1,0,0,0,0,0,1,0,3,1,mold_vs_tenant,False,
x0668,3,3,3,0,3,2,3,3,3,3,3,3,mold_vs_tenant,False,
x0669,3,3,0,2,0,0,0,0,0,0,3,0,mold_vs_tenant,False,
x0670,3,3,2,0,3,0,2,2,2,2,3,1,mold_vs_tenant,False,
x0671,3,3,0,0,0,0,0,0,0,0,3,0,mold_vs_tenant,False,
x0672,3,3,3,1,3,3,3,3,3,3,3,2,mold_vs_tenant,False,
x0673,3,3,0,0,0,0,0,0,0,0,1,0,mold_vs_tenant,False,
x0674,3,3,3,0,3,0,3,3,3,3,3,1,mold_vs_tenant,False,
x0675,3,3,0,3,3,3,0,0,0,0,3,0,mold_vs_tenant,False,
x0676,3,3,0,0,3,3,0,0,0,0,3,0,mold_vs_tenant,False,
x0677,3,3,0,0,3,3,0,0,0,0,3,0,mold_vs_tenant,False,
x0678,3,3,1,0,3,3,0,0,1,0,3,1,mold_vs_tenant,False,
x0679,3,3,0,2,3,3,0,0,0,0,3,0,mold_vs_tenant,False,
x0680,3,3,0,0,3,3,0,0,0,0,3,0,mold_vs_tenant,False,
x0681,3,3,1,0,3,3,0,0,1,0,2,1,mold_vs_tenant,False,
x0682,3,3,0,0,3,3,0,0,0,0,2,0,mold_vs_tenant,False,
x0683,3,3,0,3,3,3,0,0,0,0,3,0,mold_vs_tenant,False,
x0684,3,3,1,0,3,3,0,0,1,0,3,1,mold_vs_tenant,False,
x0685,3,3,1,0,3,3,0,0,1,0,3,1,mold_vs_tenant,False,
x0686,3,3,0,0,3,3,0,0,0,0,2,0,mold_vs_tenant,False,
x0687,3,3,0,2,3,3,0,0,0,0,3,0,mold_vs_tenant,False,
x0688,3,3,0,0,3,3,0,0,0,0,3,0,mold_vs_tenant,False,
x0689,3,3,2,0,3,3,2,2,2,2,3,2,defamation_vs_online_harassment,False,
x0690,3,3,3,0,3,3,3,3,3,3,2,1,defamation_vs_online_harassment,False,
x0691,3,3,3,1,3,3,3,3,3,3,3,2,defamation_vs_online_harassment,False,
x0692,3,3,3,0,3,3,3,3,3,3,2,3,defamation_vs_online_harassment,False,
x0693,3,3,3,1,3,3,3,3,3,3,3,2,defamation_vs_online_harassment,False,
x0694,3,3,3,1,3,3,3,3,3,3,3,1,defamation_vs_online_harassment,False,
x0695,3,3,2,0,3,3,2,2,2,2,3,1,defamation_vs_online_harassment,False,
x0696,3,3,3,1,3,3,3,3,3,3,3,2,defamation_vs_online_harassment,False,
x0697,3,3,3,0,3,3,3,3,3,3,3,1,defamation_vs_online_harassment,False,
x0698,3,3,3,0,3,3,3,3,3,3,3,1,defamation_vs_online_harassment,False,
x0699,3,3,3,1,3,3,3,3,3,3,3,1,defamation_vs_online_harassment,False,
x0700,3,3,2,2,3,3,2,2,2,2,3,1,defamation_vs_online_harassment,False,
x0701,3,3,3,1,3,3,3,3,3,3,3,2,defamation_vs_online_harassment,False,
x0702,3,3,3,0,3,3,3,3,3,3,3,1,defamation_vs_online_harassment,False,
x0703,3,3,1,2,3,3,1,1,1,1,3,1,defamation_vs_online_harassment,False,
x0704,3,3,3,0,3,3,3,3,3,3,2,2,defamation_vs_online_harassment,False,
x0705,3,3,1,1,3,3,1,1,1,0,3,1,defamation_vs_online_harassment,False,
x0706,3,3,3,2,3,3,3,3,3,3,3,2,defamation_vs_online_harassment,False,
x0707,3,3,3,2,3,3,3,3,3,3,3,3,defamation_vs_online_harassment,False,
x0708,3,3,3,1,3,3,3,3,3,3,3,2,defamation_vs_online_harassment,False,
x0709,3,3,1,2,3,3,1,1,1,0,3,1,defamation_vs_online_harassment,False,
x0710,3,3,3,2,3,3,3,3,3,2,3,3,defamation_vs_online_harassment,False,
x0711,3,3,3,1,3,3,3,3,3,2,3,2,defamation_vs_online_harassment,False,
x0712,3,3,3,0,3,3,3,3,3,3,3,2,defamation_vs_online_harassment,False,
x0713,3,3,1,0,3,3,1,1,1,0,3,1,defamation_vs_online_harassment,False,
x0714,3,3,3,2,3,3,3,3,3,1,3,2,defamation_vs_online_harassment,False,
x0715,3,3,3,0,3,3,3,3,3,3,3,3,defamation_vs_online_harassment,False,
x0716,3,3,3,1,3,3,3,3,3,3,3,2,defamation_vs_online_harassment,False,
x0717,3,3,3,0,3,3,0,0,3,0,1,2,veterans_benefits_vs_va_loan,False,
x0718,3,3,3,0,3,3,1,0,3,1,3,2,veterans_benefits_vs_va_loan,False,
x0719,3,3,3,0,3,3,0,0,3,0,3,1,veterans_benefits_vs_va_loan,False,
x0720,3,3,0,0,3,3,0,0,0,0,3,0,veterans_benefits_vs_va_loan,False,
x0721,3,3,3,0,3,3,0,0,3,0,3,2,veterans_benefits_vs_va_loan,False,
x0722,3,3,3,0,3,3,0,0,3,0,3,1,veterans_benefits_vs_va_loan,False,
x0723,3,3,0,0,3,3,0,0,0,0,2,0,veterans_benefits_vs_va_loan,False,
x0724,3,3,1,0,3,3,0,0,1,0,2,1,veterans_benefits_vs_va_loan,False,
x0725,3,3,3,0,3,3,0,0,3,0,3,1,veterans_benefits_vs_va_loan,False,
x0726,3,3,3,0,3,3,2,0,3,2,3,2,veterans_benefits_vs_va_loan,False,
x0727,3,3,3,0,3,3,0,0,3,0,3,1,veterans_benefits_vs_va_loan,False,
x0728,3,3,1,0,3,3,0,0,1,0,2,1,veterans_benefits_vs_va_loan,False,
x0729,3,3,3,0,3,3,0,0,3,0,3,2,veterans_benefits_vs_va_loan,False,
x0730,3,3,2,0,3,3,0,0,2,0,3,1,veterans_benefits_vs_va_loan,False,
x0731,3,3,0,0,3,3,0,0,0,0,3,0,veterans_benefits_vs_va_loan,False,
x0732,3,3,0,0,3,3,0,0,0,0,3,0,veterans_benefits_vs_va_loan,False,
x0733,3,3,3,0,3,0,3,3,3,3,3,1,veterans_benefits_vs_va_loan,False,
x0734,3,3,1,0,3,3,0,0,1,0,3,1,veterans_benefits_vs_va_loan,False,
x0735,3,3,0,0,3,3,0,0,0,0,3,0,veterans_benefits_vs_va_loan,False,
x0736,3,3,0,0,3,3,0,0,0,0,2,0,veterans_benefits_vs_va_loan,False,
x0737,3,3,3,0,3,0,3,3,3,3,3,2,veterans_benefits_vs_va_loan,False,
x0738,3,3,2,0,3,3,2,1,2,2,3,2,veterans_benefits_vs_va_loan,False,
x0739,3,3,0,0,3,3,0,0,0,0,3,0,veterans_benefits_vs_va_loan,False,
x0740,3,3,0,0,3,3,0,0,0,0,3,0,veterans_benefits_vs_va_loan,False,
x0741,3,3,3,0,3,0,3,3,3,3,3,3,veterans_benefits_vs_va_loan,False,
x0742,3,3,2,0,3,2,2,0,2,2,3,2,veterans_benefits_vs_va_loan,False,
x0743,3,3,0,0,3,3,0,0,0,0,3,0,veterans_benefits_vs_va_loan,False,
x0744,3,3,0,0,3,3,0,0,0,0,3,0,veterans_benefits_vs_va_loan,False,
x0745,3,3,3,0,3,0,3,3,3,2,3,3,medicaid_vs_guardianship,False,
x0746,3,3,3,0,0,0,3,3,3,3,3,3,medicaid_vs_guardianship,False,
x0747,3,3,1,0,1,1,1,1,1,0,3,1,medicaid_vs_guardianship,False,
x0748,3,3,3,0,1,0,3,3,3,3,3,3,medicaid_vs_guardianship,False,
x0749,3,3,3,0,2,0,3,3,3,3,3,2,medicaid_vs_guardianship,False,
x0750,3,3,3,0,0,0,3,3,3,3,3,3,medicaid_vs_guardianship,False,
x0751,3,3,3,0,3,0,3,2,3,2,3,3,medicaid_vs_guardianship,False,
x0752,3,3,3,0,1,0,3,3,3,0,3,2,medicaid_vs_guardianship,False,
x0753,3,3,3,0,2,0,3,3,3,0,3,2,medicaid_vs_guardianship,False,
x0754,3,3,3,0,3,0,3,3,3,3,3,3,medicaid_vs_guardianship,False,
x0755,3,3,3,1,3,0,3,3,3,0,3,2,medicaid_vs_guardianship,False,
x0756,3,3,2,0,2,0,2,2,2,1,3,2,medicaid_vs_guardianship,False,
x0757,3,3,3,0,1,0,3,3,3,3,3,3,medicaid_vs_guardianship,False,
x0758,3,3,3,0,1,0,3,2,3,3,3,3,medicaid_vs_guardianship,False,
x0759,3,3,2,0,3,3,0,0,2,0,3,2,medicaid_vs_guardianship,False,
x0760,3,3,3,0,3,3,0,0,3,0,3,2,medicaid_vs_guardianship,False,
x0761,3,3,1,0,3,3,0,0,1,0,3,1,medicaid_vs_guardianship,False,
x0762,3,3,1,1,3,3,0,0,1,0,3,1,medicaid_vs_guardianship,False,
x0763,3,3,1,0,3,3,0,0,1,0,3,1,medicaid_vs_guardianship,False,
x0764,3,3,1,0,3,3,0,0,1,0,3,1,medicaid_vs_guardianship,False,
x0765,3,3,2,0,3,3,0,0,2,0,3,2,medicaid_vs_guardianship,False,
x0766,3,3,0,1,3,3,0,0,0,0,3,0,medicaid_vs_guardianship,False,
x0767,3,3,0,0,3,3,0,0,0,0,3,0,medicaid_vs_guardianship,False,
x0768,3,3,0,1,3,3,0,0,0,0,3,0,medicaid_vs_guardianship,False,
x0769,3,3,3,0,3,3,0,0,3,0,3,1,medicaid_vs_guardianship,False,
x0770,3,3,0,1,3,3,0,0,0,0,3,0,medicaid_vs_guardianship,False,
x0771,3,3,3,0,3,3,0,0,3,0,3,2,medicaid_vs_guardianship,False,
x0772,3,3,0,1,3,3,0,0,0,0,3,0,medicaid_vs_guardianship,False,
x0773,3,3,3,0,3,1,3,3,3,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0774,3,3,2,0,0,0,1,1,2,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0775,3,3,3,1,3,1,3,3,3,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0776,3,3,2,0,3,3,2,0,2,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0777,3,3,3,0,3,2,3,1,3,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0778,3,3,3,0,0,0,3,3,3,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0779,3,3,2,0,3,0,2,2,2,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0780,3,3,1,0,3,3,1,0,1,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0781,3,3,3,0,3,1,3,2,3,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0782,3,3,2,0,0,0,2,2,2,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0783,3,3,1,0,3,0,1,1,1,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0784,3,3,1,0,3,3,1,0,1,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0785,3,3,3,0,3,3,3,0,3,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0786,3,3,3,0,0,0,3,3,3,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0787,3,3,0,1,3,3,0,0,0,0,3,0,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0788,3,3,2,0,3,3,0,0,2,0,3,2,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0789,3,3,1,0,3,3,0,0,1,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0790,3,3,1,0,3,3,0,0,1,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0791,3,3,0,0,3,3,0,0,0,0,3,0,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0792,3,3,2,0,3,3,0,0,2,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0793,3,3,2,0,3,3,0,0,2,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0794,3,3,0,0,3,3,0,0,0,0,3,0,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0795,3,3,0,0,3,3,0,0,0,0,3,0,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0796,3,3,1,0,3,3,0,0,1,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0797,3,3,1,0,3,3,0,0,1,0,3,1,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0798,3,3,0,0,3,3,0,0,0,0,3,0,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0799,3,3,0,0,3,3,0,0,0,0,3,0,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
x0800,3,3,0,1,3,3,0,0,0,0,3,0,business_bankruptcy_vs_dissolution,False,bankruptcy_collections_role_confusion
