row_number,problem_description,original_human_category,original_human_subcategory,internal_review_label,ai_multilabel_assessment,supported_candidate_count,candidate_labels,candidate_support,candidate_rank1_support,candidate_models,candidate_justifications
28,I was injured at work on 6/25/23. Was on worker’s compensation for about 6 months. Broke my hip and l4 & l5 on a slip and fall at Hawthorn Market’s distribution center while working in the freezer. Wondering what my options are for my personal injury.,Workers' Comp,State,Workers' Comp / Third Party litigation,three-label candidate,3,Workers' Comp / Third Party litigation || Workers' Comp / State || General Litigation / Personal Injury,2 || 2 || 2,2 || 1 || 0,"Workers' Comp / Third Party litigation: Gemini 3.1 Pro Preview, GPT-5.2 || Workers' Comp / State: DeepSeek v4, GPT-5.2 || General Litigation / Personal Injury: DeepSeek v4, Gemini 3.1 Pro Preview","Workers' Comp / Third Party litigation: Gemini 3.1 Pro Preview: The user had an on-the-job injury, received workers' compensation, and is now asking about separate personal injury options, presumably against a liable third party at the distribution center. / GPT-5.2: User was injured at work and already had workers’ comp, but is asking about personal injury options—suggesting a potential claim against someone other than the employer (third-party) arising from a workplace slip-and-fall. || Workers' Comp / State: DeepSeek v4: The user was injured at work and received workers' compensation benefits, which is a state-level claim. The query about 'options for my personal injury' suggests they may be exploring a separate personal injury claim, but the primary legal context is the existing workers' comp case. / GPT-5.2: Because the injury occurred on the job and they were on workers’ compensation, it may primarily be a workers’ comp benefits dispute if no third party is involved; ranked lower because they ask specifically about personal injury options. || General Litigation / Personal Injury: DeepSeek v4: The user asks about 'personal injury' options, which could imply a third-party claim. However, the facts describe a workplace injury, so workers' comp is the primary category unless there's a liable third party, which is not indicated. / Gemini 3.1 Pro Preview: The user wants to pursue damages for the physical injuries sustained in a slip-and-fall. Distinguish from Third Party Litigation if the user is seeking a general negligence claim completely distinct from their workers' comp status."
31,Need legal advise regarding a trustee who has breached their fiduciary duty. Possible elder financial abuse. Also is there a statue of limitation on when I need to file a complaint?,Wills & Trusts,Living Trusts,Wills & Trusts / Litigation,two-label candidate,2,Wills & Trusts / Litigation || Wills & Trusts / Elder Abuse,3 || 3,2 || 1,"Wills & Trusts / Litigation: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Wills & Trusts / Elder Abuse: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2","Wills & Trusts / Litigation: DeepSeek v4: The query involves a dispute over a trustee's actions and potential legal action, which could fall under trust litigation. However, elder abuse is the more specific and pressing issue. / Gemini 3.1 Pro Preview: The user needs legal advice to file a complaint against a trustee for mismanaging assets and breaching their fiduciary duty. / GPT-5.2: User alleges a trustee breached fiduciary duty and asks about statutes of limitation for filing a complaint—this is a dispute over trust administration likely requiring litigation. || Wills & Trusts / Elder Abuse: DeepSeek v4: The user mentions possible elder financial abuse by a trustee, which is a key indicator of elder abuse in the context of trusts. The breach of fiduciary duty by a trustee further supports this subcategory. / Gemini 3.1 Pro Preview: The user suspects that the trustee's actions constitute financial exploitation of an elderly person. / GPT-5.2: They also mention possible elder financial abuse tied to exploitation of an older person’s assets; included as secondary because the primary facts center on trustee misconduct."
33,"I am curious if a lawyer can offer some guidance on dissolving an LLC partnership business and filing bankruptcy. Essentially, my former business partner and I signed an agreement over the summer that I was to leave the partnership, transfer full ownership and responsibilities to her, and be paid out over 5 years for the $10,000 loan that I provided. She was planning to remain operating but then decided to close the business about 3 months later after realizing it was too much for her to take on. My name was never officially removed from the business in that time, so now we want to go about doing so, and dissolving the business properly, along with likely filing bankruptcy. The business has about $10k in debt from other loans (SBA and Shopify), not including the $10k from myself. All assets have been sold. At this point I understand that I will very likely not be receiving my portion of the money loaned, but I do need to ensure the dissolution goes smoothly from here on out.",Bankruptcy,Business,Bankruptcy / Business,two-label candidate,2,"Bankruptcy / Business || Business & Corporate / General (Contracts, Business, Organization)",3 || 2,2 || 1,"Bankruptcy / Business: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Business & Corporate / General (Contracts, Business, Organization): DeepSeek v4, Gemini 3.1 Pro Preview","Bankruptcy / Business: DeepSeek v4: The business likely needs to file for bankruptcy due to debts. However, the user's primary goal is dissolution and liability separation, making Business & Corporate the better overall fit. / Gemini 3.1 Pro Preview: The user needs legal assistance to liquidate and file for bankruptcy for their LLC, which has accumulated debt. / GPT-5.2: User needs to dissolve an LLC and likely file bankruptcy for business debts (SBA/Shopify loans), indicating a business entity debtor situation. || Business & Corporate / General (Contracts, Business, Organization): DeepSeek v4: The user needs to dissolve an LLC partnership and handle the associated business debts and bankruptcy. This involves business organization and dissolution, which is a core function of general business law. / Gemini 3.1 Pro Preview: The user also needs help officially dissolving the LLC and enforcing the partnership departure agreement."
34,Looking for an attorney that specializes in business contract law and if possible has experience in farm contracts. The issue at hand stems from a verbal extension of a written lease that the other party has decided they no longer want to honor the lease extension.,Business & Corporate,Agriculture/Farm,Real Property / Agriculture/Farm,two-label candidate,2,Business & Corporate / Agriculture/Farm || Real Property / Agriculture/Farm,3 || 2,2 || 1,"Business & Corporate / Agriculture/Farm: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Real Property / Agriculture/Farm: Gemini 3.1 Pro Preview, GPT-5.2","Business & Corporate / Agriculture/Farm: DeepSeek v4: The issue involves a verbal extension of a written farm lease, which is a business contract matter specific to agriculture. The request for an attorney with farm contract experience aligns with this subcategory. / Gemini 3.1 Pro Preview: The user is asking for a business contract lawyer with experience in farm contracts. This is secondary because Real Property specifically covers disputes over agricultural leases. / GPT-5.2: User seeks a lawyer experienced in farm contracts regarding a farm lease and a disputed verbal extension of a written lease—this is farm business contracting. || Real Property / Agriculture/Farm: Gemini 3.1 Pro Preview: The core issue is a dispute over the verbal extension of a written agricultural lease, which directly relates to farm land. / GPT-5.2: Because the dispute is specifically about a lease of farm land (real property rights), it could also fit farm real estate; ranked lower since the user frames it as contract law."
38,I am looking for help with my 8 month old son. I have a DV case with my wife we are still married but we separated. she cant have custody of him due to her untreated mental condition. I am not on the birth certificate.,Family Law,Child Custody/Visitation,Family Law / Paternity,possible two-label candidate,2,Family Law / Paternity || Family Law / Child Custody/Visitation,3 || 3,3 || 0,"Family Law / Paternity: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Family Law / Child Custody/Visitation: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2","Family Law / Paternity: DeepSeek v4: The user is not on the birth certificate and seeks custody of his son, which requires establishing paternity first. The domestic violence case and mother's mental condition are context, but the core legal step is paternity establishment. / Gemini 3.1 Pro Preview: The user is not on his son's birth certificate and must first establish paternity to secure legal rights. / GPT-5.2: User is not on the birth certificate and needs legal steps to establish parental rights for an 8-month-old, which requires establishing paternity. || Family Law / Child Custody/Visitation: DeepSeek v4: The user also wants custody, but that is contingent on establishing paternity. Custody is a secondary issue that follows paternity. / Gemini 3.1 Pro Preview: The user is seeking custody of his child because he believes his separated wife's mental condition makes her unfit. / GPT-5.2: They want custody due to the mother’s alleged untreated mental condition; custody is a related issue but paternity is the necessary starting point."
40,"We are looking for attorney services to facilitate copyright, trademark, patent filings.",Intellectual Property,Trademark/Copyright,Intellectual Property / Trademark/Copyright,possible two-label candidate,2,Intellectual Property / Trademark/Copyright || Intellectual Property / Patent (Reg Patent Attys Only),3 || 3,3 || 0,"Intellectual Property / Trademark/Copyright: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Intellectual Property / Patent (Reg Patent Attys Only): DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2","Intellectual Property / Trademark/Copyright: DeepSeek v4: The user seeks help with copyright and trademark filings, which is the core of this subcategory. Patent filings are also mentioned, but the category fits broadly under IP. / Gemini 3.1 Pro Preview: The user requires services to facilitate the filing and protection of trademarks and copyrights. / GPT-5.2: User requests help with copyright and trademark filings, which fall squarely under trademark/copyright protection and registration. || Intellectual Property / Patent (Reg Patent Attys Only): DeepSeek v4: Patent filings are mentioned, which requires a registered patent attorney. However, the request is broader, so trademark/copyright is the better primary match. / Gemini 3.1 Pro Preview: The user also explicitly requests assistance with patent filings for their inventions. / GPT-5.2: They also request patent filings, which require a registered patent attorney; included second because the request bundles multiple IP types."
41,Need advising on Oregon whistleblower protections. I have observed what I think are violations of the ADA in my role at Ashford Memorial Hospital,Labor & Employment,Whistleblowers,Labor & Employment / Whistleblowers,possible two-label candidate,2,Labor & Employment / Whistleblowers || Labor & Employment / ADA (Disability) Act Issues,3 || 2,3 || 0,"Labor & Employment / Whistleblowers: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Labor & Employment / ADA (Disability) Act Issues: DeepSeek v4, GPT-5.2","Labor & Employment / Whistleblowers: DeepSeek v4: The user is seeking advice on Oregon whistleblower protections after observing ADA violations at their workplace. This involves reporting employer wrongdoing, which is a whistleblower scenario. / Gemini 3.1 Pro Preview: The user is seeking legal protections after observing and presumably planning to report illegal activity (ADA violations) by their employer. / GPT-5.2: User seeks advice on whistleblower protections after observing what they believe are ADA violations at their workplace (hospital), indicating reporting wrongdoing and potential retaliation concerns. || Labor & Employment / ADA (Disability) Act Issues: DeepSeek v4: The observed violations are of the ADA, which could lead to an ADA claim. However, the user's role is as a reporter, not the discrimination victim, so whistleblower is more aligned with their legal needs. / GPT-5.2: If the user’s issue is actually disability discrimination/accommodations in their own employment rather than reporting violations, it could fit ADA employment issues; ranked lower because they frame it as whistleblowing."
43,1) Real Estate we recently purchased a home and we're lied to about what was included. 2) We need help figuring out our water rights on the property we purchase we were told 2 people have a easement to a water pipe going through the property however we were never shown an easement and we have k lines attached to this pipe.,Real Property,Litigation,Real Property / General (residential),three-label candidate,3,Real Property / General (residential) || Real Property / Water Law || Real Property / Other,3 || 3 || 2,3 || 0 || 0,"Real Property / General (residential): DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Real Property / Water Law: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Real Property / Other: Gemini 3.1 Pro Preview, GPT-5.2","Real Property / General (residential): DeepSeek v4: The user was misled about what was included in a home purchase, raising issues of misrepresentation and breach of contract in a residential real estate transaction. / Gemini 3.1 Pro Preview: The user is dealing with disputes over a recently purchased home, specifically regarding misrepresentation of what was included in the sale. / GPT-5.2: They recently purchased a home and say they were lied to about what was included, which is a residential purchase dispute (disclosures/contract terms). || Real Property / Water Law: DeepSeek v4: Uncertainty about water rights and an alleged easement for a water pipe suggests a secondary water law issue that may need to be resolved alongside the purchase dispute. / Gemini 3.1 Pro Preview: A significant part of the dispute involves figuring out water rights and the use of a water pipe on the property. / GPT-5.2: They also need help understanding water rights and a claimed easement to a water pipe, which is a water-rights/access issue distinct from the broader purchase dispute. || Real Property / Other: Gemini 3.1 Pro Preview: The user is also disputing an undisclosed easement related to the water pipe, which falls under niche real estate topics like disputing an easement. / GPT-5.2: If the main conflict is specifically about the existence/validity of an easement across the property (rather than water-right permitting), an easement dispute can fit Real Property “Other.”"
46,"My ex-husband has filed for Chapter 7 bankruptcy. My divorce lawyer had said even with the division of debts in the decree, including those not in my name, I could still be liable for his debts and pursued by his creditors in the future. I am seeking clarity, and any relevant assistance to protect my assets.",Bankruptcy,Personal,Bankruptcy / Other,three-label candidate,3,Bankruptcy / Other || Bankruptcy / Creditors || Debtor/Creditor / General (Debtor),2 || 2 || 2,2 || 1 || 0,"Bankruptcy / Other: Gemini 3.1 Pro Preview, GPT-5.2 || Bankruptcy / Creditors: DeepSeek v4, Gemini 3.1 Pro Preview || Debtor/Creditor / General (Debtor): Gemini 3.1 Pro Preview, GPT-5.2","Bankruptcy / Other: Gemini 3.1 Pro Preview: The user is seeking advice on the niche bankruptcy topic of how an ex-spouse's Chapter 7 filing will impact her own liability for debts divided in their divorce decree. / GPT-5.2: User is not filing bankruptcy but needs advice on protecting assets and liability for marital debts after an ex-spouse filed Chapter 7, which is a bankruptcy-adjacent discharge/creditor pursuit issue not cleanly “personal” filing. || Bankruptcy / Creditors: DeepSeek v4: The user's ex-husband filed Chapter 7 bankruptcy, and she is concerned about being pursued for his debts, making her a creditor in the bankruptcy context. / Gemini 3.1 Pro Preview: The user might also be considered a creditor herself depending on the divorce decree obligations her ex-husband is attempting to discharge. || Debtor/Creditor / General (Debtor): Gemini 3.1 Pro Preview: The user is concerned about being pursued by creditors for debts she may not be able to pay due to her ex-husband's bankruptcy. / GPT-5.2: They are concerned they may be pursued by creditors for debts allocated in the divorce decree; this overlaps with debtor liability/collection risk, but bankruptcy law is the primary driver because of the ex’s Chapter 7."
47,"I'm looking for an attorney who specializes in Oregon cannabis regulatory compliance, particularly someone with experience in OLCC enforcement matters. I'm a partial owner of a licensed cannabis business and need legal advice regarding potential regulatory violations and whistleblower considerations. I'm also concerned about protecting myself from liability and ensuring my personal safety during this process. Please use email to contact me if possible.",Business & Corporate,Marijuana Business,Business & Corporate / Marijuana Business,possible two-label candidate,2,Business & Corporate / Marijuana Business || Labor & Employment / Whistleblowers,3 || 2,3 || 0,"Business & Corporate / Marijuana Business: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Labor & Employment / Whistleblowers: DeepSeek v4, GPT-5.2","Business & Corporate / Marijuana Business: DeepSeek v4: The user is a partial owner of a licensed cannabis business seeking advice on OLCC regulatory compliance and potential violations, fitting squarely in this subcategory. / Gemini 3.1 Pro Preview: The user is a partial owner of a licensed cannabis business seeking legal advice on OLCC regulatory compliance and potential violations. / GPT-5.2: They are a part owner of a licensed cannabis business seeking advice on OLCC enforcement/regulatory compliance and liability, which squarely fits marijuana business regulatory counsel. || Labor & Employment / Whistleblowers: DeepSeek v4: Concerns about whistleblower considerations and personal safety suggest a potential employment retaliation issue, though the primary focus is regulatory compliance. / GPT-5.2: They mention “whistleblower considerations” and personal safety in connection with reporting/violations; this could implicate whistleblower-retaliation issues, but the main thrust is OLCC compliance/enforcement."
49,Major car accident - DUII,Criminal Law,DUII/DWS,Criminal Law / DUII/DWS,possible two-label candidate,2,Criminal Law / DUII/DWS || General Litigation / Personal Injury,3 || 2,3 || 0,"Criminal Law / DUII/DWS: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || General Litigation / Personal Injury: Gemini 3.1 Pro Preview, GPT-5.2","Criminal Law / DUII/DWS: DeepSeek v4: The user describes a major car accident involving DUII, which is directly a criminal charge for driving under the influence. / Gemini 3.1 Pro Preview: The prompt mentions a major car accident involving a DUII, which implies the user may have been arrested for driving under the influence. / GPT-5.2: User reports a major car accident involving DUII, indicating a criminal DUII matter. || General Litigation / Personal Injury: Gemini 3.1 Pro Preview: If the user was the victim of the DUII driver in the major car accident, they would be seeking to recover damages for personal injury. / GPT-5.2: Because there was a “major car accident,” there may also be a civil injury claim, but without details on injuries/claims the criminal DUII classification is primary."
50,"I am being garnished from Oregon Department of Unemployment for an overpayment of over $20,000 with a 1% interest added on each month. I had requested their hardship application and submitted the documents via email within the timeframe I was given. I was later called and told that I would be garnished under the pretense that when I submitted the documents, I did not follow the instructions for I needed to submit the documents And Call. She said that there was a note on her end that said I was to call by the women I spoke to who sent me the hardship application. I don’t remember the conversation that well but I don’t remember her saying I need to call. On the email she sent me, nothing says to call, I have read it over numerous times. If this was such an important step that determines garnishment or not, why wasn’t it stressed to the fullest? And only apparently verbally said. I felt like there was nothing I could do over the phone discussing this with the person I talked to. I don’t know how to navigate any of this. She even told me the amount that I would be paying each month and what they considered in their final decision and what was not considered in their final decision. Even telling me about the waiver for forgiveness of the overpayment that I submitted and how it was unlikely that it was going to get granted due to the category that it was put into. But all of that didn’t matter because I didn’t call. I’m 25 years old with other bills and living expenses, I’m not the best with finances and already have a lot of debt that I struggle to pay and I’m being asked to pay back money that I don’t have anymore that was given to me over the course of about 11 months during this pandemic with interest. I would like to request a lawyer who can help me with getting out of the garnishment.",Debtor/Creditor,Judgement Collection,Administrative Law / Unemployment,possible two-label candidate,2,Administrative Law / Unemployment || Debtor/Creditor / General (Debtor),3 || 2,3 || 0,"Administrative Law / Unemployment: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Debtor/Creditor / General (Debtor): Gemini 3.1 Pro Preview, GPT-5.2","Administrative Law / Unemployment: DeepSeek v4: The user is being garnished by the Oregon Department of Unemployment for an overpayment and needs help challenging the garnishment and hardship denial. / Gemini 3.1 Pro Preview: The root of the issue is a dispute with the Oregon Department of Unemployment over an overpayment decision and subsequent wage garnishment. / GPT-5.2: They are being garnished by the Oregon unemployment agency for an alleged overpayment and are disputing hardship/waiver procedures—this is a state unemployment administrative dispute. || Debtor/Creditor / General (Debtor): Gemini 3.1 Pro Preview: The user owes a debt (to the state) and is facing wage garnishment, seeking legal help to stop the collection actions. / GPT-5.2: Garnishment is a debt-collection consequence, but here it arises from a government unemployment overpayment decision, so administrative unemployment is the better fit."
51,I need legal advice and I need to establish paternity with my 8 month old baby boy he was born into the marrige my wife and i got married 3 months before he was born but she never put me on the birth certificate she left home but came back after 3 months noah was brought back home thankfully. I have custody of him now due to her untreated mental condition she was diagnosed with diffrent physiciatric disorders. Also I need help filling out full custody forms and getting on the birth certificate. I did file for a restraining order on her again due to her being violent with me ad my son Noah .,Family Law,Paternity,Family Law / Paternity,three-label candidate,3,Family Law / Paternity || Family Law / Child Custody/Visitation || Family Law / Restraining Orders,3 || 3 || 2,3 || 0 || 0,"Family Law / Paternity: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Family Law / Child Custody/Visitation: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Family Law / Restraining Orders: Gemini 3.1 Pro Preview, GPT-5.2","Family Law / Paternity: DeepSeek v4: The user needs to establish legal paternity for his child born during marriage but not listed on the birth certificate, a core paternity issue. / Gemini 3.1 Pro Preview: The primary legal issue is the user's need to establish paternity and get his name added to the birth certificate of his 8-month-old child. / GPT-5.2: User wants to establish paternity and be added to the birth certificate for an 8-month-old, which is a paternity/legal parentage issue. || Family Law / Child Custody/Visitation: DeepSeek v4: He also needs help filing for full custody, which is a related child custody matter stemming from the mother's mental health issues and violence. / Gemini 3.1 Pro Preview: The user also explicitly asks for help filling out full custody forms for his son. / GPT-5.2: They also seek help obtaining full custody due to the mother’s mental health issues and separation, which is custody/parenting time; paternity is ranked higher because they specifically need legal parentage established/on the certificate. || Family Law / Restraining Orders: Gemini 3.1 Pro Preview: The user mentions having filed a restraining order against his wife due to domestic violence, which is a relevant family law component. / GPT-5.2: They mention filing a restraining order due to violence toward them and the child; included as a lower match because the primary request is paternity/custody forms."
