scenario_id,boundary_id,direction,flip_type,mechanism,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,plausible_initial_labels,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,grounding_source_rows,grounding_note,safety_sensitive,vetting_note,generator_model,candidate_status
v2_small_claims_vs_construction_65,small_claims_vs_construction,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,Our foundation repair company wants final payment while the crack they 'fixed' is visibly widening.,Consumer Law,Small Claims Advice,Real Property,Construction/Contractors,Consumer Law > Small Claims Advice,"Their own warranty engineer's report admits the piering was underdesigned — $52,000 to redo per two bids, and their bond and the CCB process are in play.","Their own engineer admits the piering was underdesigned — $52,000 to redo, with their bond and the CCB in play.",engineered-failure scale and bond/board process,Consumer Law,Small Claims Advice,"The structural work held — the widening crack is cosmetic parging, a $900 fix I'll chase myself.","The structure held — it's cosmetic parging, $900, and I'll chase it myself.","human_disagreements rows 29, 59, 165, 391",Fourth batch.,false,Structural-vs-cosmetic admission.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ssi_vs_ssd_02,ssi_vs_ssd,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Social Security turned me down even though my doctor says I can't work anymore. Can a lawyer help me appeal?,Administrative Law,Social Security/SSI,Administrative Law,SSD,Administrative Law > Social Security/SSI || Administrative Law > SSD,I drove a school bus for 15 years and only stopped working eight months ago.,I was a school bus driver for 15 years; I only had to stop eight months ago.,work history and payroll contributions versus needs-based eligibility,Administrative Law,Social Security/SSI,"I've been out of the workforce for over twenty years raising kids, so I have no recent work credits and applied based on need.","I haven't worked in over twenty years, so they said it would be the needs-based program.",taxonomy:Administrative Law > Social Security/SSI,The enriched taxonomy description for Social Security/SSI explicitly instructs intake to ask whether the issue is SSI (needs-based) or SSD (work-history based). Callers rarely know which program they are in; the work-history fact is the canonical disambiguator. This is the routing/clarification flip type the study owner requested by name.,false,Long recent work history is decisive for SSDI; user framing ('turned me down') gives no program signal.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ssi_vs_ssd_03,ssi_vs_ssd,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My monthly disability check was cut off after a review and I need help getting it back.,Administrative Law,Social Security/SSI,Administrative Law,SSD,Administrative Law > Social Security/SSI || Administrative Law > SSD,The benefit was Social Security Disability Insurance that I earned through thirty years of factory work.,"It's the disability insurance I earned from working thirty years at the plant, not the welfare kind.",which Social Security program the terminated benefit came from,Administrative Law,Social Security/SSI,The letter says my SSI stopped because they think my resources went over the limit.,"It's SSI — they say I have too much in savings now, which isn't true.",taxonomy:Administrative Law > Social Security/SSI,The enriched taxonomy description for Social Security/SSI explicitly instructs intake to ask whether the issue is SSI (needs-based) or SSD (work-history based). Callers rarely know which program they are in; the work-history fact is the canonical disambiguator. This is the routing/clarification flip type the study owner requested by name.,false,Termination-after-review happens in both programs; the program identity is the routing fact.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ssi_vs_ssd_08,ssi_vs_ssd,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Disability denied me for the third time. Everyone says get a lawyer before the next step.,Administrative Law,Social Security/SSI,Administrative Law,SSD,Administrative Law > Social Security/SSI || Administrative Law > SSD,I have more than enough work quarters from my years as a line cook; the claim is on my own earnings record.,"I cooked in restaurants for years and have plenty of work quarters — it's the earned benefit, not welfare.",work-credit eligibility versus needs-based eligibility,Administrative Law,Social Security/SSI,"I only worked a couple of years in my whole life, so they had me apply for the needs-based benefit.","I barely ever worked, so mine is the needs-based program.",taxonomy:Administrative Law > Social Security/SSI,The enriched taxonomy description for Social Security/SSI explicitly instructs intake to ask whether the issue is SSI (needs-based) or SSD (work-history based). Callers rarely know which program they are in; the work-history fact is the canonical disambiguator. This is the routing/clarification flip type the study owner requested by name.,false,Terse frustrated voice mirrors real intake tone in the source workbook.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ssi_vs_ssd_11,ssi_vs_ssd,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I need a lawyer for a Social Security disability denial. This has dragged on for over a year.,Administrative Law,SSD,Administrative Law,Social Security/SSI,Administrative Law > SSD || Administrative Law > Social Security/SSI,"I've never been able to work because of my condition, so my application was for SSI, the needs-based benefit.","I've never been able to hold a job, so mine is the needs-based SSI claim.",whether the applicant has any qualifying work history,Administrative Law,SSD,"I worked in a cannery for 21 years before this, so the claim is on my own earnings record.","I worked at the cannery for 21 years, so it's the earned work-record benefit.",taxonomy:Administrative Law > Social Security/SSI,The enriched taxonomy description for Social Security/SSI explicitly instructs intake to ask whether the issue is SSI (needs-based) or SSD (work-history based). Callers rarely know which program they are in; the work-history fact is the canonical disambiguator. This is the routing/clarification flip type the study owner requested by name.,false,Saying 'Social Security disability' colloquially often means SSI in practice; the no-work-history fact flips it.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ssi_vs_ssd_13,ssi_vs_ssd,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My adult son's disability benefits application was denied and the appeal deadline is coming up fast.,Administrative Law,SSD,Administrative Law,Social Security/SSI,Administrative Law > SSD || Administrative Law > Social Security/SSI,"He has an intellectual disability and has never worked, so the application was needs-based SSI.","He has an intellectual disability and has never been able to work, so it's the SSI application.",the applicant's work history and program type,Administrative Law,SSD,"He worked in warehouses for a decade before his accident, so the claim is on his own record.","He worked warehouse jobs for ten years before the accident, so it's on his work record.",taxonomy:Administrative Law > Social Security/SSI,The enriched taxonomy description for Social Security/SSI explicitly instructs intake to ask whether the issue is SSI (needs-based) or SSD (work-history based). Callers rarely know which program they are in; the work-history fact is the canonical disambiguator. This is the routing/clarification flip type the study owner requested by name.,false,Parent-of-adult-child intake naturally omits work history.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ssi_vs_ssd_30,ssi_vs_ssd,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"I'm 52, my hands are ruined, and the government says I can 'adjust to other work.' What now?",Administrative Law,SSD,Administrative Law,Social Security/SSI,Administrative Law > SSD || Administrative Law > Social Security/SSI,"My cash work as a farm hand was never reported, so I don't qualify on my record — this is the needs-based claim.","My farm work was always cash, never reported — I don't qualify on my record, so it's needs-based.",whether unreported work leaves the claimant without insured status,Administrative Law,SSD,I was a licensed machinist with full reported wages for 27 years — it's on my record.,"Licensed machinist, 27 years of reported wages — it's on my record.",taxonomy:Administrative Law > Social Security/SSI,"Expansion batch for the SSI/SSD routing family; same design as family_01, new fact patterns and voices.",false,Unreported-cash-work history is the realistic mechanism stranding workers in SSI.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ssi_vs_ssd_44,ssi_vs_ssd,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Social Security says my disability ended because I tried a part-time job for a few months.,Administrative Law,Social Security/SSI,Administrative Law,SSD,Administrative Law > Social Security/SSI || Administrative Law > SSD,"It's SSDI — the fight is my trial-work-period rights, which they miscounted.",It's SSDI — they miscounted my trial-work-period months.,which program's work-attempt rules apply,Administrative Law,Social Security/SSI,"It's SSI — the job income pushed me over their monthly limit, and now they say the whole disability 'ended.'",It's SSI — the income went over their monthly limit and they act like my disability itself ended.,taxonomy:Administrative Law > Social Security/SSI,Third batch for the SSI/SSD routing family.,false,Work-incentive rules differ by program; the disclosure names the applicable rule set.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ssi_vs_ssd_47,ssi_vs_ssd,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The office keeps sending my elderly aunt forms she can't understand and threatening to stop her checks.,Administrative Law,Social Security/SSI,Administrative Law,SSD,Administrative Law > Social Security/SSI || Administrative Law > SSD,"Her check is disability on her own record from her decades of cannery wages — an SSDI continuing review, not the welfare-style paperwork.",Her check is SSDI from her cannery decades — it's their continuing review paperwork.,the benefit's program identity,Administrative Law,Social Security/SSI,It's SSI — the forms are the redetermination wanting her rent receipts and bank statements again.,It's SSI — the redetermination forms wanting rent receipts and bank statements again.,taxonomy:Administrative Law > Social Security/SSI,Third batch for the SSI/SSD routing family.,false,Helper-voice paperwork panic; document types hint but the program fact decides.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ssi_vs_ssd_48,ssi_vs_ssd,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,After my stroke I applied for disability and my neighbor with the same thing got approved while I got denied.,Administrative Law,SSD,Administrative Law,Social Security/SSI,Administrative Law > SSD || Administrative Law > Social Security/SSI,"He filed SSDI on his record; my cleaning work was always cash, so mine is SSI — and the denial says my husband's pension makes me 'not needy.'","His was SSDI on his record; my cleaning work was cash, so mine's SSI — and they say my husband's pension makes me 'not needy.'",program identity and financial-eligibility rule,Administrative Law,SSD,"We both filed SSDI — mine was denied on medical grounds despite the same stroke, and I want that fought.",Both SSDI — mine got denied on medical grounds despite the same stroke.,taxonomy:Administrative Law > Social Security/SSI,Third batch for the SSI/SSD routing family.,false,Comparison framing surfaces the program-vs-medical denial distinction.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tax_dispute_route_02,tax_dispute_route,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"I'm being audited and my accountant suddenly says I need a lawyer, not just him.",Taxation,Personal Income,Taxation,Criminal,Taxation > Personal Income || Taxation > Criminal,Two IRS special agents from the criminal division came to my door with badges — my accountant says that means a fraud investigation.,IRS criminal-division special agents showed up at my door — that's why he says get a lawyer.,whether criminal investigators have appeared,Taxation,Personal Income,"No agents — it's a correspondence audit of my home-office deductions, but the numbers are big.",No agents — just a paper audit of big home-office deductions.,human_disagreements row 140; taxonomy Taxation descriptions,"Tax routing depends on which taxpayer (individual vs business), which stage (audit/collection vs filed Tax Court petition vs criminal referral), and which tax (income vs estate/gift). Users say 'the IRS is after me' without these facts, all of which they hold in the notices they've received.",false,Special-agent contact is THE signal of criminal referral; accountants really do say exactly this.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tax_dispute_route_41,tax_dispute_route,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Our church accountant says our property-tax exemption is suddenly 'under review' after forty years.,Taxation,Personal Income,Real Property,Property Tax,Taxation > Personal Income || Real Property > Property Tax || Business and Corporate > Non-Profit,"The county assessor triggered it — they claim our new fellowship-hall rental income voids the exemption on that parcel, and the assessor appeal is the venue.",The county assessor claims our fellowship-hall rentals void that parcel's exemption — the assessor appeal is the venue.,whether a county assessment action is the proceeding,Business and Corporate,Non-Profit,The review is the IRS questioning our 501(c)(3) status itself over the rental activity — nonprofit-compliance counsel is the need.,It's the IRS questioning our 501(c)(3) itself over the rentals — nonprofit compliance is the need.,taxonomy Taxation descriptions,Fourth batch.,false,Assessor-vs-IRS review of the same rental income.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tax_dispute_route_42,tax_dispute_route,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My crypto exchange sent me a tax form with numbers ten times what I ever made.,Taxation,Personal Income,Consumer Law,General,Taxation > Personal Income || Consumer Law > General,The exchange admits its 1099 engine double-counted transfers for thousands of users and refuses to issue corrections — forcing corrected forms from the company is the case; the IRS side follows.,The exchange admits the 1099 engine double-counted for thousands and won't correct — forcing corrected forms is the case.,whether the reporting company's refusal is the operative fight,Taxation,Personal Income,The form's actually right — I forgot the airdrops and swaps; negotiating my real liability with the IRS is the work.,The form's right — I'd forgotten the airdrops. Negotiating with the IRS is the work.,taxonomy Taxation descriptions,Fourth batch.,false,Bad-issuer vs true-liability.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tenancy_property_type_02,tenancy_property_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I got a notice from my landlord saying I have to be out in 30 days and I don't think that's legal.,Real Property,Tenant (Residential),Real Property,Tenant (Commercial),Real Property > Tenant (Residential) || Real Property > Tenant (Commercial),"It's the unit where I run my auto-detailing business, under a five-year commercial lease with three years left.",It's my auto-detailing shop — a five-year commercial lease with three years still left on it.,whether the eviction notice concerns a dwelling or business premises,Real Property,Tenant (Residential),It's my house — I've rented it month-to-month for six years.,It's the house I've rented month-to-month for six years.,"human_disagreements rows 66, 374; gold FINDINGS mechanism 3 (residential vs commercial routing)","Row 66 split humans between Real Property > General (residential) and General (Commercial) because the description never said what kind of property was involved. FINDINGS.md names residential-vs-commercial routing as a recurring mechanism-3 disagreement. The property's type and use is a fact every user knows and naturally answers. The user's own side (tenant, owner) is always stated in the opening — only the property's character is hidden.",false,Notice-period law diverges completely by property type; the opening is a classic ambiguous eviction intake.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tenancy_property_type_04,tenancy_property_type,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The tenant in my property hasn't paid rent in two months and won't respond to me at all.,Real Property,Landlord Residential,Real Property,Landlord Commercial,Real Property > Landlord Residential || Real Property > Landlord Commercial,The tenant is a restaurant — it's my commercial building downtown.,The tenant is a restaurant in my commercial building downtown.,whether the non-paying tenant occupies a dwelling or business space,Real Property,Landlord Residential,The tenant rents the house I inherited from my mother.,They rent the house I inherited from my mom.,"human_disagreements rows 66, 374; gold FINDINGS mechanism 3 (residential vs commercial routing)","Row 66 split humans between Real Property > General (residential) and General (Commercial) because the description never said what kind of property was involved. FINDINGS.md names residential-vs-commercial routing as a recurring mechanism-3 disagreement. The property's type and use is a fact every user knows and naturally answers. The user's own side (tenant, owner) is always stated in the opening — only the property's character is hidden.",false,User's landlord role is stated plainly; only the property type is hidden — the legitimate version of what v1's role-swap rows tried to test.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tenancy_property_type_11,tenancy_property_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I own a small building and my problem tenant is destroying the unit and scaring the neighbors.,Real Property,Landlord Residential,Real Property,Mobile Home (Landlord),Real Property > Landlord Residential || Real Property > Mobile Home (Landlord),"It's a small mobile home park — the tenant owns their home and rents my lot, so the park-specific rules apply.","It's my small mobile home park — they own the home and rent my lot, so the park rules apply.",whether the rental is an apartment or a mobile-home park lot,Real Property,Landlord Residential,It's a fourplex apartment building; the tenant rents unit C from me.,It's my fourplex — they rent unit C.,"human_disagreements rows 66, 374; gold FINDINGS mechanism 3 (residential vs commercial routing)","Row 66 split humans between Real Property > General (residential) and General (Commercial) because the description never said what kind of property was involved. FINDINGS.md names residential-vs-commercial routing as a recurring mechanism-3 disagreement. The property's type and use is a fact every user knows and naturally answers. The user's own side (tenant, owner) is always stated in the opening — only the property's character is hidden.",false,"Landlord side of the mobile-home statute boundary; role stated openly, property structure hidden.","claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tenancy_property_type_15,tenancy_property_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"My landlord is trying to make me pay for repairs to the building's roof, which can't be my job.",Real Property,Tenant (Residential),Real Property,Tenant (Commercial),Real Property > Tenant (Residential) || Real Property > Tenant (Commercial),"It's a triple-net lease on my warehouse unit — apparently those pass building costs to tenants, which I didn't understand when I signed.","It's my warehouse unit on a triple-net lease — apparently that passes building costs to me, which I didn't get when I signed.",whether the lease is a commercial triple-net arrangement,Real Property,Tenant (Residential),It's my apartment — the landlord just added a 'roof assessment' to everyone's rent statement.,It's my apartment — he just added a 'roof assessment' to our rent bills.,"human_disagreements rows 66, 374; gold FINDINGS mechanism 3 (residential vs commercial routing)","Row 66 split humans between Real Property > General (residential) and General (Commercial) because the description never said what kind of property was involved. FINDINGS.md names residential-vs-commercial routing as a recurring mechanism-3 disagreement. The property's type and use is a fact every user knows and naturally answers. The user's own side (tenant, owner) is always stated in the opening — only the property's character is hidden.",false,NNN cost-shifting is legal commercially and absurd residentially; the lease type resolves the outrage.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tenancy_property_type_30,tenancy_property_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The place I rent was sold and the new owner says all the old agreements mean nothing now.,Real Property,Tenant (Residential),Real Property,Mobile Home (Tenant/Owner),Real Property > Tenant (Residential) || Real Property > Mobile Home (Tenant/Owner),"It's a mobile home park sale — we own our homes, and the state gives park residents special purchase and relocation rights when a park sells.","It's our mobile home park that sold — we own the homes, and residents get special purchase and relocation rights in a park sale.",whether a mobile-home-park sale triggers resident statutory rights,Real Property,Tenant (Residential),It's an apartment building sale — my lease survives the sale and the new owner has to honor it.,It's an apartment building — my lease survives the sale.,"human_disagreements rows 66, 374",Expansion batch: more property-character and program-status disclosures in landlord-tenant intakes.,false,Park-sale statutes are a distinctive regime; 'the place I rent' hides it.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tenancy_property_type_45,tenancy_property_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"Rats, then roaches, now the ceiling leak — and management's only response was raising rent at renewal.",Real Property,Tenant (Residential),General Litigation,Mold Claims,Real Property > Tenant (Residential) || General Litigation > Mold Claims,"Behind the leak the wall is black with mold — my doctor connects it to my new asthma, and an industrial hygienist documented the spore levels.",The wall behind the leak is black with mold — my doctor ties it to my new asthma and a hygienist documented the levels.,whether documented mold-health injury drives the claim,Real Property,Tenant (Residential),No mold or health angle yet — it's habitability enforcement and rent remedies for the conditions.,No mold or health issues yet — it's about forcing the repairs and rent remedies.,"human_disagreements rows 66, 374",Third batch.,false,Documented-exposure fact selects the mold tort.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tenancy_property_type_48,tenancy_property_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The city posted a 'dangerous building' notice on our apartment door and management says ignore it.,Real Property,Tenant (Residential),Administrative Law,General (Local/Municipal),Real Property > Tenant (Residential) || Administrative Law > General (Local/Municipal),"The city scheduled a condemnation hearing — tenants can appear and claim relocation assistance under the ordinance, and that hearing is in ten days.",There's a condemnation hearing in ten days — tenants can appear and claim relocation assistance under the ordinance.,whether a municipal condemnation process with tenant rights is running,Real Property,Tenant (Residential),The city closed its file after the landlord's quick patch — the real fight is making him do the permanent repairs the inspector listed.,The city closed the file after his quick patch — now it's making him do the permanent repairs.,"human_disagreements rows 66, 374",Third batch.,false,Live-hearing fact routes to the administrative process.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_tenancy_property_type_61,tenancy_property_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Our building sold and the new owners' 'renovation notices' feel like a pressure campaign to empty us out.,Real Property,Tenant (Residential),Real Property,Tenant (Commercial),Real Property > Tenant (Residential),"I'm the ground-floor bakery, not an apartment — my commercial lease has five years left and no renovation-relocation clause, which is why they're squeezing.",I'm the ground-floor bakery — five years left on a commercial lease with no relocation clause. That's why they're squeezing.,commercial or residential tenancy,Real Property,Tenant (Residential),We're apartment tenants — and the notices skip every relocation-assistance requirement the city imposes.,We're apartment tenants — and their notices skip the city's relocation-assistance rules.,"human_disagreements rows 66, 374",Fourth batch.,false,Displacement-pressure across the property-type line.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_vehicle_purchase_source_02,vehicle_purchase_source,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The car I just bought turned out to have frame damage that was hidden with body filler and paint.,Consumer Law,Problems Between Consumers,Consumer Law,Automobiles/RV's/Mobile Homes,Consumer Law > Problems Between Consumers || Consumer Law > Automobiles/RV's/Mobile Homes,The seller is a used-car dealership — they even gave me a 'clean' inspection sheet with the sale.,It was a used-car dealership — they handed me a 'clean' inspection sheet at the sale.,whether the misrepresenting seller is a dealer or private party,Consumer Law,Problems Between Consumers,The seller was a private owner I found through a neighborhood app.,A private owner off the neighborhood app.,"human_disagreements rows 156, 157, 152",Rows 156/157 turn on whether the vehicle counterparty is a professional dealer (Consumer Law > Automobiles/RV's/Mobile Homes) or a private individual (Problems Between Consumers). The taxonomy's own example for Problems Between Consumers is a Craigslist used-car sale. Buyers say 'I bought a car and it's a disaster' without stating the seller type — a perfectly natural clarifying question.,false,Dealer misrepresentation triggers dealer-specific consumer protections; hidden-damage story fits both sellers.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_vehicle_purchase_source_08,vehicle_purchase_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The dealership sold me a car that had been in a flood and I found out when the electronics started failing.,Consumer Law,Automobiles/RV's/Mobile Homes,Consumer Law,Identity Theft,Consumer Law > Automobiles/RV's/Mobile Homes || Consumer Law > Identity Theft,"Worse, the finance manager ran three extra credit applications in my name at lenders I never authorized — two new accounts I never opened showed up on my credit report.",It gets worse — their finance manager ran unauthorized credit applications in my name and two accounts I never opened are on my report.,whether unauthorized use of the buyer's identity occurred during financing,Consumer Law,Automobiles/RV's/Mobile Homes,The financing was clean — my only claim is the undisclosed flood damage on the car itself.,The financing was clean — it's the hidden flood damage that's the problem.,"human_disagreements rows 156, 157, 152",Rows 156/157 turn on whether the vehicle counterparty is a professional dealer (Consumer Law > Automobiles/RV's/Mobile Homes) or a private individual (Problems Between Consumers). The taxonomy's own example for Problems Between Consumers is a Craigslist used-car sale. Buyers say 'I bought a car and it's a disaster' without stating the seller type — a perfectly natural clarifying question.,false,Dealer identity-abuse is a real pattern; the credit-report fact adds a distinct legal route the opening hides.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_vehicle_purchase_source_22,vehicle_purchase_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"The dealership added $4,000 in 'protection products' I explicitly declined, and it's buried in the contract.",Consumer Law,Automobiles/RV's/Mobile Homes,Consumer Law,Banking,Consumer Law > Automobiles/RV's/Mobile Homes || Consumer Law > Banking,The finance company owns the paper now and refuses to remove the products — and I've found they fund this exact add-on scheme across many dealers; the lender's practice is the target.,The finance company owns the loan and won't strip the products — and they fund this same add-on scheme across lots of dealers. They're the target.,whether the lender's financing practice rather than the single sale is the claim,Consumer Law,Automobiles/RV's/Mobile Homes,"The lender's fine — they told me the dealer must correct it, and the dealer refuses. It's the dealership's fraud.",The lender says the dealer must fix it and the dealer refuses — it's the dealership's fraud.,"human_disagreements rows 156, 157",Expansion batch: more seller-identity and transaction-structure disclosures.,false,Dealer-vs-financier defendant selection behind one packed contract.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_vehicle_purchase_source_44,vehicle_purchase_source,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I traded in my car and the dealership never paid off its loan like the contract said they would.,Consumer Law,Automobiles/RV's/Mobile Homes,Consumer Law,Banking,Consumer Law > Automobiles/RV's/Mobile Homes || Consumer Law > Banking || Debtor/Creditor > General (Debtor),The dealership closed and its floor-plan bank now claims MY trade-in loan follows me — my credit shows 60-day lates on a car I don't own; the lender fight is the case.,The dealer closed and their bank says my old loan follows me — 60-day lates on a car I don't even own. The lender's the fight.,whether the surviving lender's conduct is the operative dispute,Consumer Law,Automobiles/RV's/Mobile Homes,"The dealer's still open and solvent — they just 'haven't gotten to it,' and the dealer-practices case writes itself.",The dealer's open and solvent — they just 'haven't gotten to it.',"human_disagreements rows 156, 157",Third batch.,false,Dealer-collapse fact shifts the defendant to the bank.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_vehicle_purchase_source_46,vehicle_purchase_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,A mobile mechanic 'fixed' my brakes in my driveway and I crashed into my own garage the next morning.,Consumer Law,General,General Litigation,Personal Injury,Consumer Law > General || General Litigation > Personal Injury || General Litigation > Property Damage,"The crash broke my ankle and wrist — the injury claim against him leads, with the garage damage attached.","I broke my ankle and wrist in the crash — the injury claim leads, with the garage damage attached.",whether personal injury resulted,Consumer Law,General,"I wasn't hurt — it's the redone brake job, the garage door, and my bumper: money damages for bad service.","I wasn't hurt — it's the brake redo, garage door, and bumper. Bad-service damages.","human_disagreements rows 156, 157",Third batch.,false,Injury-vs-economic-loss floor of the family.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_vehicle_purchase_source_65,vehicle_purchase_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The dealership's 'guaranteed trade-in value' voucher turned out to be worth nothing when we returned.,Consumer Law,Automobiles/RV's/Mobile Homes,Consumer Law,General,Consumer Law > Automobiles/RV's/Mobile Homes,"It's a mailer campaign — the same 'guarantee' went to thousands of households with the weasel words microprinted; the advertising practice, not our single deal, is the case.",The same 'guarantee' mailer went to thousands with microprinted weasel words — the advertising practice is the case.,whether a mass deceptive-advertising practice is at issue,Consumer Law,Automobiles/RV's/Mobile Homes,Ours was a personally negotiated written guarantee on our specific VIN — a direct dealer-contract breach.,Ours was negotiated in writing for our specific VIN — a direct breach.,"human_disagreements rows 156, 157",Fourth batch.,false,Mass-practice vs bespoke promise.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_wc_state_vs_third_party_08,wc_state_vs_third_party,AtoB,label_change,M1_core_vs_secondary_issue,On workers' comp for a burn injury. My employer is being decent but I'm worried about the long term.,Workers' Comp,State,Workers' Comp,Third Party Litigation,Workers' Comp > State,The burn came from a solvent drum that was mislabeled by the chemical supplier.,The drum was mislabeled by the chemical company that supplied it — that's why I got burned.,whether a supplier or manufacturer's error caused the injury,Workers' Comp,State,I splashed the solvent on myself transferring it; the labeling and equipment were all correct.,I just splashed it on myself while pouring — the labels were right.,human_disagreements row 28; paper failure mode injury_location,"Disagreement row 28 (freezer slip-and-fall on workers' comp asking about 'personal injury options') split the human raters between Workers' Comp > State alone and adding Third Party Litigation. Whether an outside party caused the on-the-job injury is a fact users hold but rarely volunteer, and it changes the exact route from a comp-only claim to a comp-plus-third-party case.",false,"Supplier mislabeling is a concrete, checkable third-party fact rather than a role change.","claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
