category,subcategory,left_rater,right_rater,left_selected,right_selected,both_selected,positive_jaccard,positive_dice_f1
General Litigation,Crime Victim,jackie,qs,0,0,0,,
General Litigation,General Litigation,gpt52,gemini31_pro,3,2,2,0.6666666666666666,0.8
General Litigation,General Litigation,gpt52,deepseek_v4,3,0,0,0.0,0.0
General Litigation,General Litigation,gpt52,jackie,3,7,3,0.42857142857142855,0.6
General Litigation,General Litigation,gpt52,qs,3,3,1,0.2,0.3333333333333333
General Litigation,General Litigation,gemini31_pro,deepseek_v4,2,0,0,0.0,0.0
General Litigation,General Litigation,gemini31_pro,jackie,2,7,2,0.2857142857142857,0.4444444444444444
General Litigation,General Litigation,gemini31_pro,qs,2,3,1,0.25,0.4
General Litigation,General Litigation,deepseek_v4,jackie,0,7,0,0.0,0.0
General Litigation,General Litigation,deepseek_v4,qs,0,3,0,0.0,0.0
General Litigation,General Litigation,jackie,qs,7,3,3,0.42857142857142855,0.6
General Litigation,General Torts/Privacy,gpt52,gemini31_pro,1,0,0,0.0,0.0
General Litigation,General Torts/Privacy,gpt52,deepseek_v4,1,0,0,0.0,0.0
General Litigation,General Torts/Privacy,gpt52,jackie,1,0,0,0.0,0.0
General Litigation,General Torts/Privacy,gpt52,qs,1,0,0,0.0,0.0
General Litigation,General Torts/Privacy,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,General Torts/Privacy,gemini31_pro,jackie,0,0,0,,
General Litigation,General Torts/Privacy,gemini31_pro,qs,0,0,0,,
General Litigation,General Torts/Privacy,deepseek_v4,jackie,0,0,0,,
General Litigation,General Torts/Privacy,deepseek_v4,qs,0,0,0,,
General Litigation,General Torts/Privacy,jackie,qs,0,0,0,,
General Litigation,Health Law/HIPAA,gpt52,gemini31_pro,0,0,0,,
General Litigation,Health Law/HIPAA,gpt52,deepseek_v4,0,0,0,,
General Litigation,Health Law/HIPAA,gpt52,jackie,0,0,0,,
General Litigation,Health Law/HIPAA,gpt52,qs,0,0,0,,
General Litigation,Health Law/HIPAA,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Health Law/HIPAA,gemini31_pro,jackie,0,0,0,,
General Litigation,Health Law/HIPAA,gemini31_pro,qs,0,0,0,,
General Litigation,Health Law/HIPAA,deepseek_v4,jackie,0,0,0,,
General Litigation,Health Law/HIPAA,deepseek_v4,qs,0,0,0,,
General Litigation,Health Law/HIPAA,jackie,qs,0,0,0,,
General Litigation,Insurance (Health/Disability),gpt52,gemini31_pro,1,2,1,0.5,0.6666666666666666
General Litigation,Insurance (Health/Disability),gpt52,deepseek_v4,1,2,1,0.5,0.6666666666666666
General Litigation,Insurance (Health/Disability),gpt52,jackie,1,2,1,0.5,0.6666666666666666
General Litigation,Insurance (Health/Disability),gpt52,qs,1,2,1,0.5,0.6666666666666666
General Litigation,Insurance (Health/Disability),gemini31_pro,deepseek_v4,2,2,1,0.3333333333333333,0.5
General Litigation,Insurance (Health/Disability),gemini31_pro,jackie,2,2,2,1.0,1.0
General Litigation,Insurance (Health/Disability),gemini31_pro,qs,2,2,1,0.3333333333333333,0.5
General Litigation,Insurance (Health/Disability),deepseek_v4,jackie,2,2,1,0.3333333333333333,0.5
General Litigation,Insurance (Health/Disability),deepseek_v4,qs,2,2,2,1.0,1.0
General Litigation,Insurance (Health/Disability),jackie,qs,2,2,1,0.3333333333333333,0.5
General Litigation,Insurance (Liability),gpt52,gemini31_pro,1,0,0,0.0,0.0
General Litigation,Insurance (Liability),gpt52,deepseek_v4,1,0,0,0.0,0.0
General Litigation,Insurance (Liability),gpt52,jackie,1,1,1,1.0,1.0
General Litigation,Insurance (Liability),gpt52,qs,1,0,0,0.0,0.0
General Litigation,Insurance (Liability),gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Insurance (Liability),gemini31_pro,jackie,0,1,0,0.0,0.0
General Litigation,Insurance (Liability),gemini31_pro,qs,0,0,0,,
General Litigation,Insurance (Liability),deepseek_v4,jackie,0,1,0,0.0,0.0
General Litigation,Insurance (Liability),deepseek_v4,qs,0,0,0,,
General Litigation,Insurance (Liability),jackie,qs,1,0,0,0.0,0.0
General Litigation,Libel/Slander/Defamation,gpt52,gemini31_pro,4,3,3,0.75,0.8571428571428571
General Litigation,Libel/Slander/Defamation,gpt52,deepseek_v4,4,0,0,0.0,0.0
General Litigation,Libel/Slander/Defamation,gpt52,jackie,4,3,3,0.75,0.8571428571428571
General Litigation,Libel/Slander/Defamation,gpt52,qs,4,4,3,0.6,0.75
General Litigation,Libel/Slander/Defamation,gemini31_pro,deepseek_v4,3,0,0,0.0,0.0
General Litigation,Libel/Slander/Defamation,gemini31_pro,jackie,3,3,3,1.0,1.0
General Litigation,Libel/Slander/Defamation,gemini31_pro,qs,3,4,3,0.75,0.8571428571428571
General Litigation,Libel/Slander/Defamation,deepseek_v4,jackie,0,3,0,0.0,0.0
General Litigation,Libel/Slander/Defamation,deepseek_v4,qs,0,4,0,0.0,0.0
General Litigation,Libel/Slander/Defamation,jackie,qs,3,4,3,0.75,0.8571428571428571
General Litigation,Malpractice-Dental,gpt52,gemini31_pro,0,0,0,,
General Litigation,Malpractice-Dental,gpt52,deepseek_v4,0,0,0,,
General Litigation,Malpractice-Dental,gpt52,jackie,0,0,0,,
General Litigation,Malpractice-Dental,gpt52,qs,0,0,0,,
General Litigation,Malpractice-Dental,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Malpractice-Dental,gemini31_pro,jackie,0,0,0,,
General Litigation,Malpractice-Dental,gemini31_pro,qs,0,0,0,,
General Litigation,Malpractice-Dental,deepseek_v4,jackie,0,0,0,,
General Litigation,Malpractice-Dental,deepseek_v4,qs,0,0,0,,
General Litigation,Malpractice-Dental,jackie,qs,0,0,0,,
General Litigation,Malpractice-Legal,gpt52,gemini31_pro,1,1,1,1.0,1.0
General Litigation,Malpractice-Legal,gpt52,deepseek_v4,1,1,1,1.0,1.0
General Litigation,Malpractice-Legal,gpt52,jackie,1,0,0,0.0,0.0
General Litigation,Malpractice-Legal,gpt52,qs,1,1,1,1.0,1.0
General Litigation,Malpractice-Legal,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
General Litigation,Malpractice-Legal,gemini31_pro,jackie,1,0,0,0.0,0.0
General Litigation,Malpractice-Legal,gemini31_pro,qs,1,1,1,1.0,1.0
General Litigation,Malpractice-Legal,deepseek_v4,jackie,1,0,0,0.0,0.0
General Litigation,Malpractice-Legal,deepseek_v4,qs,1,1,1,1.0,1.0
General Litigation,Malpractice-Legal,jackie,qs,0,1,0,0.0,0.0
General Litigation,Malpractice-Medical,gpt52,gemini31_pro,2,2,2,1.0,1.0
General Litigation,Malpractice-Medical,gpt52,deepseek_v4,2,2,2,1.0,1.0
General Litigation,Malpractice-Medical,gpt52,jackie,2,1,1,0.5,0.6666666666666666
General Litigation,Malpractice-Medical,gpt52,qs,2,2,2,1.0,1.0
General Litigation,Malpractice-Medical,gemini31_pro,deepseek_v4,2,2,2,1.0,1.0
General Litigation,Malpractice-Medical,gemini31_pro,jackie,2,1,1,0.5,0.6666666666666666
General Litigation,Malpractice-Medical,gemini31_pro,qs,2,2,2,1.0,1.0
General Litigation,Malpractice-Medical,deepseek_v4,jackie,2,1,1,0.5,0.6666666666666666
General Litigation,Malpractice-Medical,deepseek_v4,qs,2,2,2,1.0,1.0
General Litigation,Malpractice-Medical,jackie,qs,1,2,1,0.5,0.6666666666666666
General Litigation,Maritime,gpt52,gemini31_pro,0,0,0,,
General Litigation,Maritime,gpt52,deepseek_v4,0,0,0,,
General Litigation,Maritime,gpt52,jackie,0,0,0,,
General Litigation,Maritime,gpt52,qs,0,0,0,,
General Litigation,Maritime,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Maritime,gemini31_pro,jackie,0,0,0,,
General Litigation,Maritime,gemini31_pro,qs,0,0,0,,
General Litigation,Maritime,deepseek_v4,jackie,0,0,0,,
General Litigation,Maritime,deepseek_v4,qs,0,0,0,,
General Litigation,Maritime,jackie,qs,0,0,0,,
General Litigation,Mold Claims,gpt52,gemini31_pro,1,0,0,0.0,0.0
General Litigation,Mold Claims,gpt52,deepseek_v4,1,0,0,0.0,0.0
General Litigation,Mold Claims,gpt52,jackie,1,1,1,1.0,1.0
General Litigation,Mold Claims,gpt52,qs,1,1,1,1.0,1.0
General Litigation,Mold Claims,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Mold Claims,gemini31_pro,jackie,0,1,0,0.0,0.0
General Litigation,Mold Claims,gemini31_pro,qs,0,1,0,0.0,0.0
General Litigation,Mold Claims,deepseek_v4,jackie,0,1,0,0.0,0.0
General Litigation,Mold Claims,deepseek_v4,qs,0,1,0,0.0,0.0
General Litigation,Mold Claims,jackie,qs,1,1,1,1.0,1.0
General Litigation,Neighbor Disputes/Nuisance,gpt52,gemini31_pro,1,2,1,0.5,0.6666666666666666
General Litigation,Neighbor Disputes/Nuisance,gpt52,deepseek_v4,1,1,1,1.0,1.0
General Litigation,Neighbor Disputes/Nuisance,gpt52,jackie,1,2,1,0.5,0.6666666666666666
General Litigation,Neighbor Disputes/Nuisance,gpt52,qs,1,2,1,0.5,0.6666666666666666
General Litigation,Neighbor Disputes/Nuisance,gemini31_pro,deepseek_v4,2,1,1,0.5,0.6666666666666666
General Litigation,Neighbor Disputes/Nuisance,gemini31_pro,jackie,2,2,1,0.3333333333333333,0.5
General Litigation,Neighbor Disputes/Nuisance,gemini31_pro,qs,2,2,1,0.3333333333333333,0.5
General Litigation,Neighbor Disputes/Nuisance,deepseek_v4,jackie,1,2,1,0.5,0.6666666666666666
General Litigation,Neighbor Disputes/Nuisance,deepseek_v4,qs,1,2,1,0.5,0.6666666666666666
General Litigation,Neighbor Disputes/Nuisance,jackie,qs,2,2,2,1.0,1.0
General Litigation,Online Harassment/Doxing/Bullying,gpt52,gemini31_pro,4,3,3,0.75,0.8571428571428571
General Litigation,Online Harassment/Doxing/Bullying,gpt52,deepseek_v4,4,2,2,0.5,0.6666666666666666
General Litigation,Online Harassment/Doxing/Bullying,gpt52,jackie,4,1,1,0.25,0.4
General Litigation,Online Harassment/Doxing/Bullying,gpt52,qs,4,1,1,0.25,0.4
General Litigation,Online Harassment/Doxing/Bullying,gemini31_pro,deepseek_v4,3,2,1,0.25,0.4
General Litigation,Online Harassment/Doxing/Bullying,gemini31_pro,jackie,3,1,1,0.3333333333333333,0.5
General Litigation,Online Harassment/Doxing/Bullying,gemini31_pro,qs,3,1,1,0.3333333333333333,0.5
General Litigation,Online Harassment/Doxing/Bullying,deepseek_v4,jackie,2,1,1,0.5,0.6666666666666666
General Litigation,Online Harassment/Doxing/Bullying,deepseek_v4,qs,2,1,1,0.5,0.6666666666666666
General Litigation,Online Harassment/Doxing/Bullying,jackie,qs,1,1,1,1.0,1.0
General Litigation,Personal Injury,gpt52,gemini31_pro,7,5,3,0.3333333333333333,0.5
General Litigation,Personal Injury,gpt52,deepseek_v4,7,4,3,0.375,0.5454545454545454
General Litigation,Personal Injury,gpt52,jackie,7,5,5,0.7142857142857143,0.8333333333333334
General Litigation,Personal Injury,gpt52,qs,7,5,5,0.7142857142857143,0.8333333333333334
General Litigation,Personal Injury,gemini31_pro,deepseek_v4,5,4,3,0.5,0.6666666666666666
General Litigation,Personal Injury,gemini31_pro,jackie,5,5,3,0.42857142857142855,0.6
General Litigation,Personal Injury,gemini31_pro,qs,5,5,3,0.42857142857142855,0.6
General Litigation,Personal Injury,deepseek_v4,jackie,4,5,3,0.5,0.6666666666666666
General Litigation,Personal Injury,deepseek_v4,qs,4,5,3,0.5,0.6666666666666666
General Litigation,Personal Injury,jackie,qs,5,5,5,1.0,1.0
General Litigation,Premises Liability,gpt52,gemini31_pro,0,0,0,,
General Litigation,Premises Liability,gpt52,deepseek_v4,0,0,0,,
General Litigation,Premises Liability,gpt52,jackie,0,0,0,,
General Litigation,Premises Liability,gpt52,qs,0,0,0,,
General Litigation,Premises Liability,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Premises Liability,gemini31_pro,jackie,0,0,0,,
General Litigation,Premises Liability,gemini31_pro,qs,0,0,0,,
General Litigation,Premises Liability,deepseek_v4,jackie,0,0,0,,
General Litigation,Premises Liability,deepseek_v4,qs,0,0,0,,
General Litigation,Premises Liability,jackie,qs,0,0,0,,
General Litigation,Products Liability,gpt52,gemini31_pro,0,0,0,,
General Litigation,Products Liability,gpt52,deepseek_v4,0,0,0,,
General Litigation,Products Liability,gpt52,jackie,0,0,0,,
General Litigation,Products Liability,gpt52,qs,0,0,0,,
General Litigation,Products Liability,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Products Liability,gemini31_pro,jackie,0,0,0,,
General Litigation,Products Liability,gemini31_pro,qs,0,0,0,,
General Litigation,Products Liability,deepseek_v4,jackie,0,0,0,,
General Litigation,Products Liability,deepseek_v4,qs,0,0,0,,
General Litigation,Products Liability,jackie,qs,0,0,0,,
General Litigation,Property Damage,gpt52,gemini31_pro,4,3,3,0.75,0.8571428571428571
General Litigation,Property Damage,gpt52,deepseek_v4,4,1,1,0.25,0.4
General Litigation,Property Damage,gpt52,jackie,4,5,3,0.5,0.6666666666666666
General Litigation,Property Damage,gpt52,qs,4,2,2,0.5,0.6666666666666666
General Litigation,Property Damage,gemini31_pro,deepseek_v4,3,1,1,0.3333333333333333,0.5
General Litigation,Property Damage,gemini31_pro,jackie,3,5,3,0.6,0.75
General Litigation,Property Damage,gemini31_pro,qs,3,2,2,0.6666666666666666,0.8
General Litigation,Property Damage,deepseek_v4,jackie,1,5,1,0.2,0.3333333333333333
General Litigation,Property Damage,deepseek_v4,qs,1,2,1,0.5,0.6666666666666666
General Litigation,Property Damage,jackie,qs,5,2,2,0.4,0.5714285714285714
General Litigation,Services for Plaintiffs and Defendants,gpt52,gemini31_pro,0,0,0,,
General Litigation,Services for Plaintiffs and Defendants,gpt52,deepseek_v4,0,0,0,,
General Litigation,Services for Plaintiffs and Defendants,gpt52,jackie,0,0,0,,
General Litigation,Services for Plaintiffs and Defendants,gpt52,qs,0,0,0,,
General Litigation,Services for Plaintiffs and Defendants,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Services for Plaintiffs and Defendants,gemini31_pro,jackie,0,0,0,,
General Litigation,Services for Plaintiffs and Defendants,gemini31_pro,qs,0,0,0,,
General Litigation,Services for Plaintiffs and Defendants,deepseek_v4,jackie,0,0,0,,
General Litigation,Services for Plaintiffs and Defendants,deepseek_v4,qs,0,0,0,,
General Litigation,Services for Plaintiffs and Defendants,jackie,qs,0,0,0,,
General Litigation,Stalking Orders,gpt52,gemini31_pro,5,5,5,1.0,1.0
General Litigation,Stalking Orders,gpt52,deepseek_v4,5,3,3,0.6,0.75
General Litigation,Stalking Orders,gpt52,jackie,5,4,4,0.8,0.8888888888888888
General Litigation,Stalking Orders,gpt52,qs,5,4,4,0.8,0.8888888888888888
General Litigation,Stalking Orders,gemini31_pro,deepseek_v4,5,3,3,0.6,0.75
General Litigation,Stalking Orders,gemini31_pro,jackie,5,4,4,0.8,0.8888888888888888
General Litigation,Stalking Orders,gemini31_pro,qs,5,4,4,0.8,0.8888888888888888
General Litigation,Stalking Orders,deepseek_v4,jackie,3,4,3,0.75,0.8571428571428571
General Litigation,Stalking Orders,deepseek_v4,qs,3,4,3,0.75,0.8571428571428571
General Litigation,Stalking Orders,jackie,qs,4,4,4,1.0,1.0
General Litigation,Tort Claims Act,gpt52,gemini31_pro,4,4,4,1.0,1.0
General Litigation,Tort Claims Act,gpt52,deepseek_v4,4,0,0,0.0,0.0
General Litigation,Tort Claims Act,gpt52,jackie,4,3,3,0.75,0.8571428571428571
General Litigation,Tort Claims Act,gpt52,qs,4,3,3,0.75,0.8571428571428571
General Litigation,Tort Claims Act,gemini31_pro,deepseek_v4,4,0,0,0.0,0.0
General Litigation,Tort Claims Act,gemini31_pro,jackie,4,3,3,0.75,0.8571428571428571
General Litigation,Tort Claims Act,gemini31_pro,qs,4,3,3,0.75,0.8571428571428571
General Litigation,Tort Claims Act,deepseek_v4,jackie,0,3,0,0.0,0.0
General Litigation,Tort Claims Act,deepseek_v4,qs,0,3,0,0.0,0.0
General Litigation,Tort Claims Act,jackie,qs,3,3,3,1.0,1.0
General Litigation,Wrongful Death,gpt52,gemini31_pro,1,1,1,1.0,1.0
General Litigation,Wrongful Death,gpt52,deepseek_v4,1,1,1,1.0,1.0
General Litigation,Wrongful Death,gpt52,jackie,1,1,1,1.0,1.0
General Litigation,Wrongful Death,gpt52,qs,1,1,1,1.0,1.0
General Litigation,Wrongful Death,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
General Litigation,Wrongful Death,gemini31_pro,jackie,1,1,1,1.0,1.0
General Litigation,Wrongful Death,gemini31_pro,qs,1,1,1,1.0,1.0
General Litigation,Wrongful Death,deepseek_v4,jackie,1,1,1,1.0,1.0
General Litigation,Wrongful Death,deepseek_v4,qs,1,1,1,1.0,1.0
General Litigation,Wrongful Death,jackie,qs,1,1,1,1.0,1.0
General Litigation,Other,gpt52,gemini31_pro,0,1,0,0.0,0.0
General Litigation,Other,gpt52,deepseek_v4,0,0,0,,
General Litigation,Other,gpt52,jackie,0,0,0,,
General Litigation,Other,gpt52,qs,0,0,0,,
General Litigation,Other,gemini31_pro,deepseek_v4,1,0,0,0.0,0.0
General Litigation,Other,gemini31_pro,jackie,1,0,0,0.0,0.0
General Litigation,Other,gemini31_pro,qs,1,0,0,0.0,0.0
General Litigation,Other,deepseek_v4,jackie,0,0,0,,
General Litigation,Other,deepseek_v4,qs,0,0,0,,
General Litigation,Other,jackie,qs,0,0,0,,
Intellectual Property,Computer Law & Internet Law,gpt52,gemini31_pro,0,0,0,,
Intellectual Property,Computer Law & Internet Law,gpt52,deepseek_v4,0,0,0,,
Intellectual Property,Computer Law & Internet Law,gpt52,jackie,0,0,0,,
Intellectual Property,Computer Law & Internet Law,gpt52,qs,0,0,0,,
Intellectual Property,Computer Law & Internet Law,gemini31_pro,deepseek_v4,0,0,0,,
Intellectual Property,Computer Law & Internet Law,gemini31_pro,jackie,0,0,0,,
Intellectual Property,Computer Law & Internet Law,gemini31_pro,qs,0,0,0,,
Intellectual Property,Computer Law & Internet Law,deepseek_v4,jackie,0,0,0,,
Intellectual Property,Computer Law & Internet Law,deepseek_v4,qs,0,0,0,,
Intellectual Property,Computer Law & Internet Law,jackie,qs,0,0,0,,
Intellectual Property,Entertainment,gpt52,gemini31_pro,0,2,0,0.0,0.0
Intellectual Property,Entertainment,gpt52,deepseek_v4,0,0,0,,
Intellectual Property,Entertainment,gpt52,jackie,0,0,0,,
Intellectual Property,Entertainment,gpt52,qs,0,1,0,0.0,0.0
Intellectual Property,Entertainment,gemini31_pro,deepseek_v4,2,0,0,0.0,0.0
Intellectual Property,Entertainment,gemini31_pro,jackie,2,0,0,0.0,0.0
Intellectual Property,Entertainment,gemini31_pro,qs,2,1,1,0.5,0.6666666666666666
Intellectual Property,Entertainment,deepseek_v4,jackie,0,0,0,,
Intellectual Property,Entertainment,deepseek_v4,qs,0,1,0,0.0,0.0
Intellectual Property,Entertainment,jackie,qs,0,1,0,0.0,0.0
Intellectual Property,Patent (Reg Patent Attys Only),gpt52,gemini31_pro,3,3,3,1.0,1.0
Intellectual Property,Patent (Reg Patent Attys Only),gpt52,deepseek_v4,3,2,2,0.6666666666666666,0.8
Intellectual Property,Patent (Reg Patent Attys Only),gpt52,jackie,3,3,3,1.0,1.0
Intellectual Property,Patent (Reg Patent Attys Only),gpt52,qs,3,3,3,1.0,1.0
Intellectual Property,Patent (Reg Patent Attys Only),gemini31_pro,deepseek_v4,3,2,2,0.6666666666666666,0.8
Intellectual Property,Patent (Reg Patent Attys Only),gemini31_pro,jackie,3,3,3,1.0,1.0
Intellectual Property,Patent (Reg Patent Attys Only),gemini31_pro,qs,3,3,3,1.0,1.0
Intellectual Property,Patent (Reg Patent Attys Only),deepseek_v4,jackie,2,3,2,0.6666666666666666,0.8
Intellectual Property,Patent (Reg Patent Attys Only),deepseek_v4,qs,2,3,2,0.6666666666666666,0.8
Intellectual Property,Patent (Reg Patent Attys Only),jackie,qs,3,3,3,1.0,1.0
Intellectual Property,Trademark/Copyright,gpt52,gemini31_pro,7,6,6,0.8571428571428571,0.9230769230769231
Intellectual Property,Trademark/Copyright,gpt52,deepseek_v4,7,7,7,1.0,1.0
Intellectual Property,Trademark/Copyright,gpt52,jackie,7,7,7,1.0,1.0
Intellectual Property,Trademark/Copyright,gpt52,qs,7,7,7,1.0,1.0
Intellectual Property,Trademark/Copyright,gemini31_pro,deepseek_v4,6,7,6,0.8571428571428571,0.9230769230769231
Intellectual Property,Trademark/Copyright,gemini31_pro,jackie,6,7,6,0.8571428571428571,0.9230769230769231
Intellectual Property,Trademark/Copyright,gemini31_pro,qs,6,7,6,0.8571428571428571,0.9230769230769231
Intellectual Property,Trademark/Copyright,deepseek_v4,jackie,7,7,7,1.0,1.0
Intellectual Property,Trademark/Copyright,deepseek_v4,qs,7,7,7,1.0,1.0
Intellectual Property,Trademark/Copyright,jackie,qs,7,7,7,1.0,1.0
Intellectual Property,Other,gpt52,gemini31_pro,0,0,0,,
Intellectual Property,Other,gpt52,deepseek_v4,0,0,0,,
Intellectual Property,Other,gpt52,jackie,0,0,0,,
Intellectual Property,Other,gpt52,qs,0,0,0,,
Intellectual Property,Other,gemini31_pro,deepseek_v4,0,0,0,,
Intellectual Property,Other,gemini31_pro,jackie,0,0,0,,
Intellectual Property,Other,gemini31_pro,qs,0,0,0,,
Intellectual Property,Other,deepseek_v4,jackie,0,0,0,,
Intellectual Property,Other,deepseek_v4,qs,0,0,0,,
Intellectual Property,Other,jackie,qs,0,0,0,,
International Law,Business and Corporate,gpt52,gemini31_pro,1,1,0,0.0,0.0
International Law,Business and Corporate,gpt52,deepseek_v4,1,0,0,0.0,0.0
International Law,Business and Corporate,gpt52,jackie,1,1,1,1.0,1.0
International Law,Business and Corporate,gpt52,qs,1,1,1,1.0,1.0
International Law,Business and Corporate,gemini31_pro,deepseek_v4,1,0,0,0.0,0.0
International Law,Business and Corporate,gemini31_pro,jackie,1,1,0,0.0,0.0
International Law,Business and Corporate,gemini31_pro,qs,1,1,0,0.0,0.0
International Law,Business and Corporate,deepseek_v4,jackie,0,1,0,0.0,0.0
International Law,Business and Corporate,deepseek_v4,qs,0,1,0,0.0,0.0
International Law,Business and Corporate,jackie,qs,1,1,1,1.0,1.0
International Law,"Customs, Quotas & Duties",gpt52,gemini31_pro,0,0,0,,
International Law,"Customs, Quotas & Duties",gpt52,deepseek_v4,0,0,0,,
International Law,"Customs, Quotas & Duties",gpt52,jackie,0,0,0,,
International Law,"Customs, Quotas & Duties",gpt52,qs,0,0,0,,
International Law,"Customs, Quotas & Duties",gemini31_pro,deepseek_v4,0,0,0,,
International Law,"Customs, Quotas & Duties",gemini31_pro,jackie,0,0,0,,
International Law,"Customs, Quotas & Duties",gemini31_pro,qs,0,0,0,,
International Law,"Customs, Quotas & Duties",deepseek_v4,jackie,0,0,0,,
International Law,"Customs, Quotas & Duties",deepseek_v4,qs,0,0,0,,
International Law,"Customs, Quotas & Duties",jackie,qs,0,0,0,,
International Law,Deportation,gpt52,gemini31_pro,1,1,1,1.0,1.0
International Law,Deportation,gpt52,deepseek_v4,1,1,1,1.0,1.0
International Law,Deportation,gpt52,jackie,1,1,1,1.0,1.0
International Law,Deportation,gpt52,qs,1,1,1,1.0,1.0
International Law,Deportation,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
International Law,Deportation,gemini31_pro,jackie,1,1,1,1.0,1.0
International Law,Deportation,gemini31_pro,qs,1,1,1,1.0,1.0
International Law,Deportation,deepseek_v4,jackie,1,1,1,1.0,1.0
International Law,Deportation,deepseek_v4,qs,1,1,1,1.0,1.0
International Law,Deportation,jackie,qs,1,1,1,1.0,1.0
International Law,Family Law,gpt52,gemini31_pro,0,0,0,,
International Law,Family Law,gpt52,deepseek_v4,0,0,0,,
International Law,Family Law,gpt52,jackie,0,0,0,,
International Law,Family Law,gpt52,qs,0,0,0,,
International Law,Family Law,gemini31_pro,deepseek_v4,0,0,0,,
International Law,Family Law,gemini31_pro,jackie,0,0,0,,
International Law,Family Law,gemini31_pro,qs,0,0,0,,
International Law,Family Law,deepseek_v4,jackie,0,0,0,,
International Law,Family Law,deepseek_v4,qs,0,0,0,,
International Law,Family Law,jackie,qs,0,0,0,,
International Law,Gen. Immigration/Visas,gpt52,gemini31_pro,3,2,2,0.6666666666666666,0.8
International Law,Gen. Immigration/Visas,gpt52,deepseek_v4,3,2,2,0.6666666666666666,0.8
International Law,Gen. Immigration/Visas,gpt52,jackie,3,1,1,0.3333333333333333,0.5
International Law,Gen. Immigration/Visas,gpt52,qs,3,1,1,0.3333333333333333,0.5
International Law,Gen. Immigration/Visas,gemini31_pro,deepseek_v4,2,2,2,1.0,1.0
International Law,Gen. Immigration/Visas,gemini31_pro,jackie,2,1,1,0.5,0.6666666666666666
International Law,Gen. Immigration/Visas,gemini31_pro,qs,2,1,1,0.5,0.6666666666666666
International Law,Gen. Immigration/Visas,deepseek_v4,jackie,2,1,1,0.5,0.6666666666666666
International Law,Gen. Immigration/Visas,deepseek_v4,qs,2,1,1,0.5,0.6666666666666666
International Law,Gen. Immigration/Visas,jackie,qs,1,1,1,1.0,1.0
International Law,Import/Export Regulation,gpt52,gemini31_pro,0,1,0,0.0,0.0
International Law,Import/Export Regulation,gpt52,deepseek_v4,0,0,0,,
International Law,Import/Export Regulation,gpt52,jackie,0,0,0,,
International Law,Import/Export Regulation,gpt52,qs,0,0,0,,
International Law,Import/Export Regulation,gemini31_pro,deepseek_v4,1,0,0,0.0,0.0
International Law,Import/Export Regulation,gemini31_pro,jackie,1,0,0,0.0,0.0
International Law,Import/Export Regulation,gemini31_pro,qs,1,0,0,0.0,0.0
International Law,Import/Export Regulation,deepseek_v4,jackie,0,0,0,,
International Law,Import/Export Regulation,deepseek_v4,qs,0,0,0,,
International Law,Import/Export Regulation,jackie,qs,0,0,0,,
International Law,Litigation,gpt52,gemini31_pro,0,0,0,,
International Law,Litigation,gpt52,deepseek_v4,0,0,0,,
International Law,Litigation,gpt52,jackie,0,0,0,,
International Law,Litigation,gpt52,qs,0,0,0,,
International Law,Litigation,gemini31_pro,deepseek_v4,0,0,0,,
International Law,Litigation,gemini31_pro,jackie,0,0,0,,
International Law,Litigation,gemini31_pro,qs,0,0,0,,
International Law,Litigation,deepseek_v4,jackie,0,0,0,,
International Law,Litigation,deepseek_v4,qs,0,0,0,,
International Law,Litigation,jackie,qs,0,0,0,,
International Law,Taxation,gpt52,gemini31_pro,0,0,0,,
International Law,Taxation,gpt52,deepseek_v4,0,0,0,,
International Law,Taxation,gpt52,jackie,0,0,0,,
International Law,Taxation,gpt52,qs,0,0,0,,
International Law,Taxation,gemini31_pro,deepseek_v4,0,0,0,,
International Law,Taxation,gemini31_pro,jackie,0,0,0,,
International Law,Taxation,gemini31_pro,qs,0,0,0,,
International Law,Taxation,deepseek_v4,jackie,0,0,0,,
International Law,Taxation,deepseek_v4,qs,0,0,0,,
International Law,Taxation,jackie,qs,0,0,0,,
International Law,Other,gpt52,gemini31_pro,1,1,1,1.0,1.0
International Law,Other,gpt52,deepseek_v4,1,0,0,0.0,0.0
International Law,Other,gpt52,jackie,1,1,1,1.0,1.0
International Law,Other,gpt52,qs,1,1,1,1.0,1.0
International Law,Other,gemini31_pro,deepseek_v4,1,0,0,0.0,0.0
International Law,Other,gemini31_pro,jackie,1,1,1,1.0,1.0
International Law,Other,gemini31_pro,qs,1,1,1,1.0,1.0
International Law,Other,deepseek_v4,jackie,0,1,0,0.0,0.0
International Law,Other,deepseek_v4,qs,0,1,0,0.0,0.0
International Law,Other,jackie,qs,1,1,1,1.0,1.0
