row_number,problem_description,original_human_category,original_human_subcategory,gpt52_rank1,gemini31_pro_rank1,deepseek_v4_rank1,internal_review,four_pass_pattern,four_pass_max_agreement,four_pass_distinct_labels,review_basis,gpt52_all_candidates,gemini31_pro_all_candidates,deepseek_v4_all_candidates
338,"I have just received news that I am to be ""laid off"" from my staff Pharmacist position at Cascada because another pharmacist was chosen to be Pharmacist in Charge (PIC) over myself, due to an updated Oregon Board of Pharmacy requirement. My hours have been taken from me to give to the new PIC because of the Board requirement; however, the new Board requirement does not specify how many hours a PIC must be in the pharmacy, only that ""a pharmacy must, at all times have one Pharmacist-in-Charge(PIC) who is normally present in the pharmacy on a regular basis."" There is another pharmacist who staffs the same pharmacy I do two times a week and her hours have not been affected, only mine and we are both full time employees. I was hired before this other pharmacist. I was told that the decision was not made on performance and that I have completed my job responsibilities and duties far beyond the standard. I do not believe that my laying off is consistent through Cascada.",Labor & Employment,,Labor & Employment / Wrongful Discharge,Labor & Employment / General,Labor & Employment / Wrongful Discharge,Labor & Employment / Wrongful Discharge,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Labor & Employment"", ""subcategory"": ""Wrongful Discharge"", ""justification"": ""They are being laid off/losing hours under contested reasoning and believe the employer’s decision is inconsistent/unfair, which is framed as an improper termination/layoff decision."", ""confidence"": ""medium""}, {""category"": ""Labor & Employment"", ""subcategory"": ""General"", ""justification"": ""Secondary because the core may be a general employment/HR dispute about job classification/hours allocation rather than an unlawful-basis termination claim."", ""confidence"": ""medium""}]","[{""category"": ""Labor & Employment"", ""subcategory"": ""General"", ""justification"": ""The user is facing a confusing layoff due to an uneven application of Pharmacy Board requirements, which is a broad workplace dispute without an obvious protected class."", ""confidence"": ""medium""}, {""category"": ""Labor & Employment"", ""subcategory"": ""Wrongful Discharge"", ""justification"": ""The user believes the layoff is inconsistent and unfair, potentially seeking to prove it was an illegal termination despite the employer's stated reason."", ""confidence"": ""medium""}]","[{""category"": ""Labor & Employment"", ""subcategory"": ""Wrongful Discharge"", ""justification"": ""User is being laid off due to a staffing change that appears arbitrary and possibly pretextual. A lawyer is needed to determine if the discharge violates employment laws."", ""confidence"": ""high""}]"
349,I was injured at work on 6/25/23. Was on worker’s compensation for about 6 months. Broke my hip and l4 & l5 on a slip and fall at Hawthorn Market’s distribution center while working in the freezer. Wondering what my options are for my personal injury.,Workers' Comp,,Workers' Comp / Third Party litigation,Workers' Comp / State,Workers' Comp / State,Workers' Comp / State,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Workers' Comp"", ""subcategory"": ""Third Party litigation"", ""justification"": ""They were injured at work and ask about \""personal injury\"" options, suggesting a potential claim outside workers' comp if a non-employer third party caused the slip/fall or unsafe condition."", ""confidence"": ""medium""}, {""category"": ""Workers' Comp"", ""subcategory"": ""State"", ""justification"": ""They were on workers’ compensation for six months after a workplace slip and fall; if no third party is involved, the primary route is workers' comp."", ""confidence"": ""medium""}]","[{""category"": ""Workers' Comp"", ""subcategory"": ""State"", ""justification"": ""The user suffered a slip and fall at their workplace and was on workers' compensation, seeking further options."", ""confidence"": ""high""}, {""category"": ""Workers' Comp"", ""subcategory"": ""Third Party litigation"", ""justification"": ""Included as a secondary match in case the user's mention of 'personal injury' refers to suing a non-employer third party responsible for the freezer's condition."", ""confidence"": ""low""}]","[{""category"": ""Workers' Comp"", ""subcategory"": ""State"", ""justification"": ""User was injured on the job (slip and fall at a distribution center), received workers' compensation, and now seeks guidance on options, clearly a state workers' comp case."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""Personal Injury"", ""justification"": ""The user asks about 'personal injury' options, which could involve exploring third-party liability, but the injury occurred at work and is primarily a workers' comp matter."", ""confidence"": ""low""}]"
356,"I am in search of attorney that has knowledge of work comp laws in California, civil in with Cali and Oregon . Can provide forms and look over documenta and give any legal advice pertaining to the legal issue. I am wanting to hire fie a flat base rate fie these services if additional services are required , we can discuss further pay rates at that time.",Workers' Comp,,Workers' Comp / Other,Workers' Comp / State,Workers' Comp / Other,Workers' Comp / Other,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Workers' Comp"", ""subcategory"": ""Other"", ""justification"": ""They seek advice/document review for work comp laws spanning California and Oregon; multi-jurisdictional workers' comp assistance fits best under Workers' Comp 'Other' as a specialized scenario."", ""confidence"": ""medium""}, {""category"": ""Workers' Comp"", ""subcategory"": ""State"", ""justification"": ""If the matter is actually an Oregon claim and they just need standard guidance, it would be a state workers' comp issue, but the cross-state request creates ambiguity."", ""confidence"": ""low""}]","[{""category"": ""Workers' Comp"", ""subcategory"": ""State"", ""justification"": ""The user is explicitly searching for an attorney knowledgeable in work comp laws to review documents and provide advice."", ""confidence"": ""high""}]","[{""category"": ""Workers' Comp"", ""subcategory"": ""Other"", ""justification"": ""The user needs an attorney with knowledge of workers' comp laws in California and Oregon, implying a multi-jurisdictional issue that doesn't fit neatly into 'State' or 'Federal' alone."", ""confidence"": ""medium""}]"
370,1) Real Estate we recently purchased a home and we're lied to about what was included. 2) We need help figuring out our water rights on the property we purchase we were told 2 people have a easement to a water pipe going through the property however we were never shown an easement and we have k lines attached to this pipe.,Real Property,,Real Property / Water Law,Real Property / General (residential),Real Property / General (residential),Real Property / Water Law,2/4 agreement,2,2,in-context manual review,"[{""category"": ""Real Property"", ""subcategory"": ""Water Law"", ""justification"": ""User needs help determining water rights/easements and use of a water pipe on newly purchased property, which squarely concerns rights to use water and related easements."", ""confidence"": ""high""}, {""category"": ""Real Property"", ""subcategory"": ""General (residential)"", ""justification"": ""They also report misrepresentations about what was included in the home purchase; that purchase/title-type dispute is secondary to the water rights question."", ""confidence"": ""medium""}]","[{""category"": ""Real Property"", ""subcategory"": ""General (residential)"", ""justification"": ""The user recently purchased a residential property and is disputing misrepresentations made during the sale, as well as looking to clarify boundary and easement issues."", ""confidence"": ""high""}, {""category"": ""Real Property"", ""subcategory"": ""Water Law"", ""justification"": ""The user specifically needs help figuring out water rights on the property and an easement related to a water pipe."", ""confidence"": ""medium""}]","[{""category"": ""Real Property"", ""subcategory"": ""General (residential)"", ""justification"": ""The user purchased a home and was misled about what was included, and needs help with water rights and easement disclosures, which are residential property purchase disputes."", ""confidence"": ""high""}]"
374,"My wife is a travel nurse in contract at Alderstone University Hospital since January. We travel in our RV. We were staying at Silver Hills Mobile Terrace and RV Park since January. On Monday, July 8th, another resident of the RV shot 4 times at our RV, causing damage to the slide out and breaking a window. Myself and my 3 children were at home when the shooting occurred, and my wife was at work. She had to leave work to come home due to the incident. We were evicted from the RV Park the following day per the manager, with a 24 hr notice to vacate, without warning. We found out a few days later that the manager of The RV park has been having issues with the tenant that shot us, he and another person were known felons, and had been causing disorderly conduct for the past month with several attempts to evict hem. I believe I was not provided a safe place to live, and was wrongly evicted.",Real Property,,Real Property / Mobile Home (Tenant/Owner),Real Property / Mobile Home (Tenant/Owner),Real Property / Tenant (Residential),Real Property / Mobile Home (Tenant/Owner),3/4 agreement,3,2,in-context manual review,"[{""category"": ""Real Property"", ""subcategory"": ""Mobile Home (Tenant/Owner)"", ""justification"": ""User lived in an RV park and was given a 24-hour notice to vacate; claims unsafe premises and wrongful eviction by the park—fits mobile home/RV park tenant issues."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""Personal Injury"", ""justification"": ""There was a shooting and property damage; if they pursue negligence for failure to provide safety (beyond tenancy remedies), it could implicate tort claims, but eviction/park tenancy is primary."", ""confidence"": ""medium""}]","[{""category"": ""Real Property"", ""subcategory"": ""Mobile Home (Tenant/Owner)"", ""justification"": ""The user lives in an RV in a Mobile Terrace and RV park (analogous to a mobile home park) and is disputing a 24-hour eviction notice and unsafe park conditions."", ""confidence"": ""high""}, {""category"": ""Real Property"", ""subcategory"": ""Tenant (Residential)"", ""justification"": ""Included as a secondary match because an RV eviction dispute might fall under standard residential tenancy laws depending on the length of stay and jurisdiction."", ""confidence"": ""medium""}]","[{""category"": ""Real Property"", ""subcategory"": ""Tenant (Residential)"", ""justification"": ""The user was living in an RV park and was evicted with 24-hour notice after a shooting by another resident, claiming unsafe living conditions and wrongful eviction, which is a residential tenancy dispute involving habitability and eviction."", ""confidence"": ""high""}, {""category"": ""Real Property"", ""subcategory"": ""General (residential)"", ""justification"": ""The shooting incident also raises potential property damage claims, but the eviction and safety issues are the primary legal problem, making Tenant (Residential) the stronger match."", ""confidence"": ""medium""}]"
384,"A specific real estate property situation in which we are deciding if it would be more beneficial to transfer ownership a property or put it in a trust. Must be experienced with disabled veterans (for questions related to property taxes and VA construction loan.) Questions would be about property transfer, trusts, tax liability, and possibly the terms of a VA construction loan.",Real Property,,Wills & Trusts / Living Trusts,Wills & Trusts / Living Trusts,"Wills & Trusts / General (Wills, Trusts, Estates)",Wills & Trusts / Living Trusts,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Wills & Trusts"", ""subcategory"": ""Living Trusts"", ""justification"": ""User is deciding whether to transfer a property or place it into a trust and asks about trust structuring and ownership transfer consequences. That is classic living trust/estate planning decision-making."", ""confidence"": ""high""}, {""category"": ""Real Property"", ""subcategory"": ""Government Loans (VA,FHA,Etc.)"", ""justification"": ""They also want advice related to a VA construction loan tied to the property; this is secondary to the estate planning/transfer question."", ""confidence"": ""medium""}, {""category"": ""Real Property"", ""subcategory"": ""Property Tax"", ""justification"": ""Property tax implications (including disabled veteran-related tax concerns) are mentioned, but it is part of a broader transfer/trust planning question rather than a valuation appeal."", ""confidence"": ""low""}]","[{""category"": ""Wills & Trusts"", ""subcategory"": ""Living Trusts"", ""justification"": ""The user is seeking advice on transferring property versus putting it into a trust to manage assets and limit tax liability."", ""confidence"": ""high""}, {""category"": ""Real Property"", ""subcategory"": ""Government Loans (VA,FHA,Etc.)"", ""justification"": ""The user specifically needs an attorney experienced with VA construction loans as part of this property transfer strategy."", ""confidence"": ""medium""}]","[{""category"": ""Wills & Trusts"", ""subcategory"": ""General (Wills, Trusts, Estates)"", ""justification"": ""The user is deciding between transferring ownership or using a trust for estate planning purposes, which falls under general wills and trusts."", ""confidence"": ""medium""}, {""category"": ""Real Property"", ""subcategory"": ""General (residential)"", ""justification"": ""The situation also involves property transfer and VA construction loan terms, which could be a residential real property matter, though the trust aspect points more to estate planning."", ""confidence"": ""low""}]"
402,"Interested in setting up a trust (or other similar options if advised to be better). Looking for description of what a trust is, how to set it up, and if it works for our situation. Want financial assets, real estate, and anything else owned to be in it. As well as wills & beneficiaries. Looking for advice on how to best go about all this, to take the burden off worrying about managing all of it and to make sure everything goes the way we would like.",Wills & Trusts,,Wills & Trusts / Living Trusts,"Wills & Trusts / General (Wills, Trusts, Estates)","Wills & Trusts / General (Wills, Trusts, Estates)",Wills & Trusts / Living Trusts,2/4 agreement,2,2,in-context manual review,"[{""category"": ""Wills & Trusts"", ""subcategory"": ""Living Trusts"", ""justification"": ""User wants to put financial assets and real estate into a trust to manage/distribute property and reduce burden, which aligns with creating a revocable living trust as a primary estate-planning tool."", ""confidence"": ""high""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""General (Wills, Trusts, Estates)"", ""justification"": ""They also ask generally about wills, beneficiaries, and overall planning; this is broader estate planning beyond only a trust."", ""confidence"": ""medium""}]","[{""category"": ""Wills & Trusts"", ""subcategory"": ""General (Wills, Trusts, Estates)"", ""justification"": ""The user is looking for general advice on estate planning, including setting up a trust, a will, and designating beneficiaries for their assets."", ""confidence"": ""high""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""Living Trusts"", ""justification"": ""If the primary focus of the user becomes setting up a trust to manage their assets during life and avoid probate, this specialized category applies."", ""confidence"": ""medium""}]","[{""category"": ""Wills & Trusts"", ""subcategory"": ""General (Wills, Trusts, Estates)"", ""justification"": ""User wants to set up a trust covering all assets (financial, real estate, other) along with wills and beneficiaries, seeking comprehensive estate planning advice."", ""confidence"": ""high""}]"
404,"My elderly mother and her partner are in a senior care facility in Oregon. They both have dementia and have not signed over power of attorney. Medicaid pays for them to stay at the senior care facility. We have just received notice that their medicaid benefit will end because they have a house in their name. The jointly own the house (which is only worth the land and not in acceptable condition to sell as a dwelling so the value is only in the land it sits upon). They do not want to sell the house, but Medicaid is terminating their accounts in August because they own this asset. As children, we have no ability to sell their asset in order for them to continue on Medicaid. The mother and partner also refuse to sell because they have dementia and are not in their right mind to understand the consequences of this decision. If medicaid stops, will they be released on the street in this unfit condition to care for themselves? Is this legal in Oregon? What are the options as the son and daughter",Wills & Trusts,,Administrative Law / Medicare/Medicaid,Wills & Trusts / Medicare/Medicaid Planning,Wills & Trusts / Medicare/Medicaid Planning,Administrative Law / Medicare/Medicaid,2/4 agreement,2,2,in-context manual review,"[{""category"": ""Administrative Law"", ""subcategory"": ""Medicare/Medicaid"", ""justification"": ""They received notice Medicaid will end due to owning a house and need to challenge/handle termination of benefits; this is a government health-benefit eligibility/termination dispute."", ""confidence"": ""high""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""Conservatorship/Guardianship"", ""justification"": ""Because the parents have dementia and lack POA, the children may need a court appointment to manage assets/decisions; this is secondary to the benefits termination issue."", ""confidence"": ""medium""}]","[{""category"": ""Wills & Trusts"", ""subcategory"": ""Medicare/Medicaid Planning"", ""justification"": ""The core issue involves structuring the parents' assets (the house) to maintain Medicaid eligibility for their long-term care."", ""confidence"": ""high""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""Conservatorship/Guardianship"", ""justification"": ""Since the parents have dementia and no power of attorney was established, the children will likely need to seek guardianship/conservatorship to legally manage the property."", ""confidence"": ""high""}, {""category"": ""Administrative Law"", ""subcategory"": ""Medicare/Medicaid"", ""justification"": ""The user has received a notice of termination for a government healthcare benefit, which may involve administrative appeals."", ""confidence"": ""medium""}]","[{""category"": ""Wills & Trusts"", ""subcategory"": ""Medicare/Medicaid Planning"", ""justification"": ""The core issue is preventing termination of Medicaid benefits due to asset ownership (the house) and exploring legal strategies like guardianship or asset management to preserve eligibility."", ""confidence"": ""high""}, {""category"": ""Administrative Law"", ""subcategory"": ""Medicare/Medicaid"", ""justification"": ""User is responding to a notice that Medicaid benefits will end, which is a direct dispute with a government health insurance program over benefit termination."", ""confidence"": ""low""}]"
417,Hiding from law enforcement caused the eviction. Charges filed against him,,,Real Property / Tenant (Residential),Real Property / Tenant (Residential),Criminal Law / Misdemeanor,Real Property / Tenant (Residential),3/4 agreement,3,2,in-context manual review,"[{""category"": ""Real Property"", ""subcategory"": ""Tenant (Residential)"", ""justification"": ""User describes an eviction caused by conduct (hiding from law enforcement); the primary civil issue is the tenant’s eviction/housing loss."", ""confidence"": ""medium""}, {""category"": ""Criminal Law"", ""subcategory"": ""Misdemeanor"", ""justification"": ""They also state charges were filed; without specifics, the criminal exposure sounds like non-DUI, potentially misdemeanor-level, but details are too sparse for higher certainty."", ""confidence"": ""low""}]","[{""category"": ""Real Property"", ""subcategory"": ""Tenant (Residential)"", ""justification"": ""The mention of an 'eviction' primarily indicates a landlord-tenant dispute from the perspective of the individual being evicted."", ""confidence"": ""medium""}, {""category"": ""Real Property"", ""subcategory"": ""Landlord Residential"", ""justification"": ""If the user is a landlord seeking to evict someone who brought police attention, this category would apply."", ""confidence"": ""medium""}, {""category"": ""Criminal Law"", ""subcategory"": ""Other"", ""justification"": ""The prompt mentions 'Charges filed against him' which points to a criminal case, but lacks specific details to identify a more precise criminal subcategory."", ""confidence"": ""low""}]","[{""category"": ""Criminal Law"", ""subcategory"": ""Misdemeanor"", ""justification"": ""Hiding from law enforcement and an eviction related to criminal charges suggests a criminal case, but without details on charges; a general criminal matter. Confidence is low due to sparse info, but best fit is a misdemeanor-level offense unless more is known."", ""confidence"": ""low""}, {""category"": ""Criminal Law"", ""subcategory"": ""Lessor Felony"", ""justification"": ""If charges are serious enough to prompt hiding, they could be felony-level; however, no specifics are given, so this is a less probable alternative."", ""confidence"": ""low""}]"
420,I broke my foot at my job after a customer threw something at me and they fired me. Will I be deported?,,,Workers' Comp / State,Workers' Comp / State,Labor & Employment / Wrongful Discharge,Workers' Comp / State,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Workers' Comp"", ""subcategory"": ""State"", ""justification"": ""User broke their foot at work due to a customer incident, which triggers a state workers’ compensation injury claim for medical/wage benefits."", ""confidence"": ""high""}, {""category"": ""Labor & Employment"", ""subcategory"": ""Wrongful Discharge"", ""justification"": ""They were fired after the workplace injury, raising a potential illegal termination/retaliation angle distinct from the workers’ comp benefit claim."", ""confidence"": ""medium""}, {""category"": ""International Law"", ""subcategory"": ""Deportation"", ""justification"": ""They ask “Will I be deported?”, implying immigration consequences; however, no removal proceedings are described, so it is secondary and uncertain."", ""confidence"": ""low""}]","[{""category"": ""Workers' Comp"", ""subcategory"": ""State"", ""justification"": ""The user was injured on the job (broken foot) and needs help claiming benefits for the workplace injury."", ""confidence"": ""high""}, {""category"": ""Labor & Employment"", ""subcategory"": ""Wrongful Discharge"", ""justification"": ""The user was fired after suffering a workplace injury, which may constitute illegal retaliation by the employer."", ""confidence"": ""high""}, {""category"": ""International Law"", ""subcategory"": ""Deportation"", ""justification"": ""The user explicitly asks if they will be deported, indicating an underlying immigration issue."", ""confidence"": ""high""}]","[{""category"": ""Labor & Employment"", ""subcategory"": ""Wrongful Discharge"", ""justification"": ""User was fired after a workplace injury (broken foot from customer action), which may be retaliation for a workers' comp claim or protected activity, fitting wrongful termination."", ""confidence"": ""high""}, {""category"": ""Workers' Comp"", ""subcategory"": ""State"", ""justification"": ""The broken foot occurred at work from a customer's act, making it a potential state workers' compensation claim for medical and wage benefits."", ""confidence"": ""high""}, {""category"": ""International Law"", ""subcategory"": ""Deportation"", ""justification"": ""User asks 'Will I be deported?', indicating immigration concerns possibly triggered by termination or injury, raising deportation questions."", ""confidence"": ""medium""}]"
421,My sister has guardianship and power of attorney over our parents and is making me not a beneficiary. She hit me with her car and I want her to pay. I have a parking ticket I disagree with.,,,Wills & Trusts / Elder Abuse,Wills & Trusts / Litigation,General Litigation / Personal Injury,General Litigation / Personal Injury,2/4 agreement,2,3,in-context manual review,"[{""category"": ""Wills & Trusts"", ""subcategory"": ""Elder Abuse"", ""justification"": ""User alleges sister (guardian/POA for parents) is manipulating beneficiary status, suggesting potential financial exploitation/undue influence over elderly parents."", ""confidence"": ""medium""}, {""category"": ""General Litigation"", ""subcategory"": ""Personal Injury"", ""justification"": ""User says the sister hit them with her car and they want her to pay, which is a civil bodily-injury claim."", ""confidence"": ""medium""}, {""category"": ""Criminal Law"", ""subcategory"": ""Traffic Offenses"", ""justification"": ""They also dispute a parking ticket; this is a citation/traffic matter, but it is less central than the elder/PI issues."", ""confidence"": ""low""}]","[{""category"": ""Wills & Trusts"", ""subcategory"": ""Litigation"", ""justification"": ""The user is contesting their sister's use of guardianship/POA to alter beneficiaries, which is a dispute over estate control."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""Personal Injury"", ""justification"": ""The user states the sister hit them with a car and wants compensation for the injury."", ""confidence"": ""high""}, {""category"": ""Criminal Law"", ""subcategory"": ""Local Ordinances"", ""justification"": ""The user wants to contest a parking ticket, which is typically a localized municipal ordinance violation rather than a moving traffic offense."", ""confidence"": ""medium""}]","[{""category"": ""General Litigation"", ""subcategory"": ""Personal Injury"", ""justification"": ""User wants sister to pay for hitting them with a car, which is a personal injury claim for damages from a car accident."", ""confidence"": ""high""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""Elder Abuse"", ""justification"": ""Sister's guardianship/POA over parents and removal of user as beneficiary raises concerns of financial exploitation, potentially elder abuse."", ""confidence"": ""medium""}, {""category"": ""Criminal Law"", ""subcategory"": ""Traffic Offenses"", ""justification"": ""A disputed parking ticket is a minor traffic offense, fitting the traffic offenses subcategory for non-criminal violations."", ""confidence"": ""high""}]"
422,I keep seeing the same numbers over and over again. My ex boyfriend won't stop trying to call me. I'm scared he will try to hurt me. I was denied my license because they said my birth certificate was invalid.,,,Administrative Law / General (State),Family Law / Restraining Orders,Family Law / Restraining Orders,Family Law / Restraining Orders,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Administrative Law"", ""subcategory"": ""General (State)"", ""justification"": ""User reports being denied a license because the state said their birth certificate was invalid, which is a dispute with a state agency over a state-issued vital record/ID determination. The ex-boyfriend calls are a separate safety issue, but the clearest legal problem described is the state denial based on documentation."", ""confidence"": ""medium""}, {""category"": ""General Litigation"", ""subcategory"": ""Stalking Orders"", ""justification"": ""They say an ex-boyfriend won't stop calling and they fear he will hurt them, suggesting the need for a protective order against a non-household-member harasser (or potentially one). This is secondary to the agency/license denial issue above."", ""confidence"": ""medium""}, {""category"": ""Family Law"", ""subcategory"": ""Restraining Orders"", ""justification"": ""Because the alleged harasser is an ex-boyfriend, a FAPA restraining order could apply if they were in an intimate relationship and qualify as family/household members; this overlaps with stalking orders but is narrower and depends on relationship/abuse details not provided."", ""confidence"": ""low""}]","[{""category"": ""Family Law"", ""subcategory"": ""Restraining Orders"", ""justification"": ""The user reports that an ex-boyfriend is repeatedly calling and they fear physical harm, which are potential grounds for seeking a domestic violence restraining order. This is ranked first because the perpetrator is a former partner."", ""confidence"": ""high""}, {""category"": ""Administrative Law"", ""subcategory"": ""DMV (Non-Criminal)"", ""justification"": ""The user states they were denied a license due to an allegedly invalid birth certificate, which is a bureaucratic dispute with a licensing agency over identification documents."", ""confidence"": ""medium""}, {""category"": ""General Litigation"", ""subcategory"": ""Stalking Orders"", ""justification"": ""Provides an alternative civil remedy for unwanted contact if the user and the ex-boyfriend do not meet the specific cohabitation or relationship requirements of a family abuse restraining order."", ""confidence"": ""medium""}]","[{""category"": ""Family Law"", ""subcategory"": ""Restraining Orders"", ""justification"": ""The user fears harm from a former intimate partner and mentions repeated unwanted contact, which aligns with seeking protection under a Family Abuse Prevention Act order."", ""confidence"": ""high""}, {""category"": ""Administrative Law"", ""subcategory"": ""DMV (Non-Criminal)"", ""justification"": ""The denial of a driver's license because a birth certificate was deemed invalid is a bureaucratic dispute with a government agency about identification documents."", ""confidence"": ""medium""}]"
424,"Not getting my vet benefits anymore. Now my nursing licenses is being revoked. My neighbor keeps on playing music really loudly at night. I think I may die soon, I want to write a will.",,,"Wills & Trusts / General (Wills, Trusts, Estates)",Administrative Law / Military/Veterans,Administrative Law / Military/Veterans,"Wills & Trusts / General (Wills, Trusts, Estates)",2/4 agreement,2,2,in-context manual review,"[{""category"": ""Wills & Trusts"", ""subcategory"": ""General (Wills, Trusts, Estates)"", ""justification"": ""User says they may die soon and want to write a will, which is straightforward estate planning. Other issues (VA benefits, nursing license, neighbor noise) are separate matters."", ""confidence"": ""high""}, {""category"": ""Administrative Law"", ""subcategory"": ""Military/Veterans"", ""justification"": ""They report they are no longer getting veteran benefits, indicating a dispute with the VA over benefits/eligibility. This is distinct from estate planning, which is about creating a will rather than appealing benefit denials."", ""confidence"": ""medium""}, {""category"": ""Administrative Law"", ""subcategory"": ""Professional Licensing"", ""justification"": ""They state their nursing license is being revoked, which fits occupational license discipline/revocation by a licensing board. This is separate from neighbor nuisance and from VA benefits issues."", ""confidence"": ""medium""}]","[{""category"": ""Administrative Law"", ""subcategory"": ""Military/Veterans"", ""justification"": ""The user explicitly states they are no longer receiving their veteran benefits and may need assistance interacting with the VA."", ""confidence"": ""high""}, {""category"": ""Administrative Law"", ""subcategory"": ""Professional Licensing"", ""justification"": ""The user is facing a potential administrative revocation of their occupational nursing license."", ""confidence"": ""high""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""General (Wills, Trusts, Estates)"", ""justification"": ""The user expressed a clear desire to draft a will to plan for the end of their life."", ""confidence"": ""high""}]","[{""category"": ""Administrative Law"", ""subcategory"": ""Military/Veterans"", ""justification"": ""The cessation of veteran benefits indicates a dispute with the Department of Veterans Affairs over the user's entitlements."", ""confidence"": ""medium""}, {""category"": ""Administrative Law"", ""subcategory"": ""Professional Licensing"", ""justification"": ""The revocation of a nursing license is a state-level action affecting the right to work in a licensed profession."", ""confidence"": ""medium""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""General (Wills, Trusts, Estates)"", ""justification"": ""The user expresses a desire to draft a will in anticipation of death, which requires estate planning assistance."", ""confidence"": ""medium""}]"
426,I own a small counseling practice in Sumpter (Sumpter's Counseling). We received a letter from CareOregon yesterday stating that they are terminating our contract with them without cause. This is a huge blow to our business and will leave the 235 clients we serve with CareOregon without the medical services they need (there is a severe shortage of mental health providers currently and a larger shortage among those who accept Medicaid). I hoping there is some way to appeal this decision they made and am hoping you can help.,Administrative Law,Professional Licensing,"Business & Corporate / General (Contracts, Business, Organization)",Business & Corporate / Litigation,Administrative Law / Medicare/Medicaid,"Business & Corporate / General (Contracts, Business, Organization)",2/4 agreement,2,3,in-context manual review,"[{""category"": ""Business & Corporate"", ""subcategory"": ""General (Contracts, Business, Organization)"", ""justification"": ""A small counseling practice received a letter terminating its contract with CareOregon and wants to appeal/contest the termination, which is fundamentally a business contract termination dispute. Although CareOregon is connected to Medicaid, the user is the provider/business disputing contract rights, not an individual denied benefits."", ""confidence"": ""high""}, {""category"": ""Business & Corporate"", ""subcategory"": ""Litigation"", ""justification"": ""If the termination dispute escalates to a breach-of-contract lawsuit or injunction to preserve the contract, it becomes business litigation. This is a lower-ranked match because the user is first seeking appeal/recourse rather than explicitly stating a filed or threatened lawsuit."", ""confidence"": ""medium""}]","[{""category"": ""Business & Corporate"", ""subcategory"": ""Litigation"", ""justification"": ""A counseling practice is facing a sudden contract termination by CareOregon, representing a potential breach of contract dispute between two corporate entities."", ""confidence"": ""high""}, {""category"": ""Business & Corporate"", ""subcategory"": ""General (Contracts, Business, Organization)"", ""justification"": ""The business may need pre-litigation advice on the legal implications of the terminated contract and possible administrative or negotiated avenues for appeal."", ""confidence"": ""medium""}]","[{""category"": ""Administrative Law"", ""subcategory"": ""Medicare/Medicaid"", ""justification"": ""CareOregon is a Medicaid managed-care organization, and the termination of a provider contract affects services for Medicaid clients, making this a dispute involving a government health insurance program."", ""confidence"": ""high""}]"
429,I'm having trouble with past experices affecting my mental health and it's making me act strangley adn get into trouble at school,,,Administrative Law / Student Rights,Administrative Law / Schools - Special Needs Edu.,Administrative Law / Schools - Special Needs Edu.,Administrative Law / Schools - Special Needs Edu.,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Administrative Law"", ""subcategory"": ""Student Rights"", ""justification"": ""User reports mental health issues leading to trouble at school; if the school is disciplining them or violating due process/civil liberties in handling the situation, this fits student rights. The description is sparse and does not clearly identify an IEP/ADA accommodation dispute."", ""confidence"": ""low""}, {""category"": ""Administrative Law"", ""subcategory"": ""Schools - Special Needs Edu."", ""justification"": ""Because they describe mental health impacts affecting school functioning, the issue could be inadequate special education/IEP supports if they have a disability and need accommodations. This is lower-ranked because they do not mention an IEP, disability services, or denial of accommodations."", ""confidence"": ""low""}]","[{""category"": ""Administrative Law"", ""subcategory"": ""Schools - Special Needs Edu."", ""justification"": ""The user's mental health struggles are causing behavioral issues at school, indicating a potential need for educational accommodations, support, or an Individualized Education Program (IEP)."", ""confidence"": ""medium""}, {""category"": ""Administrative Law"", ""subcategory"": ""Student Rights"", ""justification"": ""Getting into trouble at school may involve formal disciplinary actions that implicate the student's due process or civil liberties."", ""confidence"": ""low""}]","[{""category"": ""Administrative Law"", ""subcategory"": ""Schools - Special Needs Edu."", ""justification"": ""Past experiences affecting mental health and causing trouble at school may indicate a need for special education services or an IEP, though the description is sparse."", ""confidence"": ""low""}]"
