scenario_id,opening_query_group,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,swap_pair,direction,source_stratum,source_workbook_rows,source_legacy_scenario_id,multi_label_grounded,paper_failure_mode,domestic_violence_hidden_fact,candidate_status
x0344,f12_AtoB_14,I need help with a lease problem involving the place where someone lives. Can a lawyer help me?,Real Property,Tenant (Residential),Real Property,Landlord Residential,I manage the rental for its owner and need to address the tenant's breach.,I manage the rental for its owner and need to address the tenant's breach.,whether the caller rents the home or owns and rents it to someone else,Real Property,Tenant (Residential),I do not own the property; I signed the lease as the renter.,I do not own the property; I signed the lease as the renter.,tenant_vs_landlord,AtoB,expanded_workbook_grounded,14;365;371;419,,true,,false,synthetic_candidate_needs_human_validation
x0059,f02_BtoA_14,There is a serious dispute with my ex involving me and our child. Can a lawyer help me?,Family Law,Restraining Orders,Family Law,Child Custody/Visitation,I need a custody order because the other parent will not return our child on time.,I need a custody order because the other parent will not return our child on time.,whether the dispute concerns parenting time or violence and protection,Family Law,Restraining Orders,My former partner has been stalking me and threatening our child's safety.,My former partner has been stalking me and threatening our child's safety.,custody_vs_restraining,BtoA,expanded_workbook_grounded,8;38;51,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
x0430,f15_AtoB_10,My employer and I are in a dispute after I questioned my paycheck. I do not know what to do next.,Labor & Employment,Wage and Hour Claims,Labor & Employment,Wrongful Discharge,My manager discharged me after I asked the labor agency about my pay.,My manager discharged me after I asked the labor agency about my pay.,whether employment continues and whether the caller was fired for complaining,Labor & Employment,Wage and Hour Claims,I still have the job; the issue is unpaid overtime and deleted hours.,I still have the job; the issue is unpaid overtime and deleted hours.,wages_vs_wrongful_discharge,AtoB,expanded_workbook_grounded,12;32;344,,true,,false,synthetic_candidate_needs_human_validation
x0087,f03_BtoA_12,My relationship has become controlling and I need to understand my options. I do not know what to do next.,Family Law,Restraining Orders,Family Law,General (Divorce/Separation),We have separate bank accounts and the disagreement is only about how to divide property.,We have separate bank accounts and the disagreement is only about how to divide property.,"whether the partner uses money, threats, or documents to control the caller",Family Law,Restraining Orders,"My partner takes my paychecks, tracks every purchase, and has threatened me.","My partner takes my paychecks, tracks every purchase, and has threatened me.",separation_vs_financial_abuse,BtoA,expanded_workbook_grounded,51,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
legacy_003,legacy_p09_AtoB_03,I'm struggling because I'm not getting paid what I’m owed and it’s making life really hard right now.,Bankruptcy,Personal,Debtor/Creditor,Judgement Collection,"There’s a court order that should get me the money, but the other person is ignoring it.","There's a court order that says they have to pay me, but nothing’s happened yet.",existence of a court order in client's favor,Bankruptcy,Personal,The clarifying answer confirms the original Bankruptcy issue and does not add the fact that would support Debtor/Creditor.,"No. My issue is the original Bankruptcy matter, not the alternative described.",bankruptcy_vs_collections,AtoB,legacy_200_snapshot,,p09_AtoB_03,false,bankruptcy_vs_collections,false,legacy_candidate_needs_revalidation
x0703,f24_BtoA_01,I am being targeted online and the conduct keeps escalating.,General Litigation,Online Harassment/Doxing/Bullying,General Litigation,Libel/Slander/Defamation,The central issue is a specific false statement of fact that cost me clients.,The central issue is a specific false statement of fact that cost me clients.,whether the harm is a false factual statement or repeated harassment and doxing,General Litigation,Online Harassment/Doxing/Bullying,They published my home address and are directing strangers to contact me.,They published my home address and are directing strangers to contact me.,defamation_vs_online_harassment,BtoA,expanded_workbook_grounded,73;290,,true,,false,synthetic_candidate_needs_human_validation
x0105,f04_AtoB_15,A person keeps sending messages and appearing at places I go. Can a lawyer help me?,General Litigation,Stalking Orders,Family Law,Restraining Orders,The person is my child's other parent and has assaulted me before.,The person is my child's other parent and has assaulted me before.,the caller's relationship to the person and any history of abuse,General Litigation,Stalking Orders,"The person is a former coworker, not a family member or intimate partner.","The person is a former coworker, not a family member or intimate partner.",stalking_vs_restraining,AtoB,expanded_workbook_grounded,70;73;387;422,,true,criminal_vs_restraining_wrong_stalking_default,true,synthetic_candidate_needs_human_validation
x0179,f06_BtoA_14,A government office sent me papers after I reported my employer. Can a lawyer help me?,Administrative Law,General (State),Labor & Employment,Discrimination,My issue is directly with the employer and I have not appealed any state decision.,My issue is directly with the employer and I have not appealed any state decision.,whether a state agency has issued a decision or scheduled an administrative hearing,Administrative Law,General (State),My immediate deadline is an appeal of the state agency's decision on my complaint.,My immediate deadline is an appeal of the state agency's decision on my complaint.,employment_vs_state_hearing,BtoA,expanded_workbook_grounded,83,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0712,f24_BtoA_10,Someone is using the internet to attack me and involve other people. I do not know what to do next.,General Litigation,Online Harassment/Doxing/Bullying,General Litigation,Libel/Slander/Defamation,"I need a defamation claim for false factual statements, not unwanted messages.","I need a defamation claim for false factual statements, not unwanted messages.",whether the harm is a false factual statement or repeated harassment and doxing,General Litigation,Online Harassment/Doxing/Bullying,The conduct is repeated threats and doxing rather than one reputational statement.,The conduct is repeated threats and doxing rather than one reputational statement.,defamation_vs_online_harassment,BtoA,expanded_workbook_grounded,73;290,,true,,false,synthetic_candidate_needs_human_validation
x0721,f25_AtoB_05,I am a veteran having trouble with a government program and need legal advice. What are my options?,Administrative Law,Military/Veterans,Real Property,"Government Loans (VA,FHA,Etc.)",My benefits are intact; the issue is approval of a VA home loan.,My benefits are intact; the issue is approval of a VA home loan.,whether the VA issue is a personal benefit or a government-backed property loan,Administrative Law,Military/Veterans,I am appealing denial of VA medical care and pension benefits.,I am appealing denial of VA medical care and pension benefits.,veterans_benefits_vs_va_loan,AtoB,expanded_workbook_grounded,384;424,,true,,false,synthetic_candidate_needs_human_validation
x0742,f25_BtoA_12,My status as a veteran is tied to a legal issue involving my home. I do not know what to do next.,Real Property,"Government Loans (VA,FHA,Etc.)",Administrative Law,Military/Veterans,"The issue is a Department of Veterans Affairs benefit termination, not a mortgage.","The issue is a Department of Veterans Affairs benefit termination, not a mortgage.",whether the VA issue is a personal benefit or a government-backed property loan,Real Property,"Government Loans (VA,FHA,Etc.)",The dispute concerns the terms and servicing of my VA-backed construction loan.,The dispute concerns the terms and servicing of my VA-backed construction loan.,veterans_benefits_vs_va_loan,BtoA,expanded_workbook_grounded,384;424,,true,,false,synthetic_candidate_needs_human_validation
x0571,f20_AtoB_01,I created something new and want to protect it before showing it publicly.,Intellectual Property,Trademark/Copyright,Intellectual Property,Patent (Reg Patent Attys Only),The creation is a new mechanical device and I need a registered patent attorney.,The creation is a new mechanical device and I need a registered patent attorney.,whether the creation is expressive branding/content or a functional invention,Intellectual Property,Trademark/Copyright,The work is a novel and its title and branding; there is no new machine or process.,The work is a novel and its title and branding; there is no new machine or process.,copyright_vs_patent,AtoB,expanded_workbook_grounded,10;40;282,,true,,false,synthetic_candidate_needs_human_validation
x0476,f16_BtoA_11,We need an attorney to review what happened during medical treatment. I do not know what to do next.,General Litigation,Wrongful Death,General Litigation,Malpractice-Medical,"The negligent procedure caused more treatment and disability, but no one died.","The negligent procedure caused more treatment and disability, but no one died.",whether the patient survived and who would bring the claim,General Litigation,Wrongful Death,"The negligent care caused death, and I am contacting counsel for the family.","The negligent care caused death, and I am contacting counsel for the family.",malpractice_vs_wrongful_death,BtoA,expanded_workbook_grounded,24,,true,,false,synthetic_candidate_needs_human_validation
x0606,f21_AtoB_06,My renovation is unfinished and I need to know how to recover the cost. What are my options?,Real Property,Construction/Contractors,Consumer Law,Small Claims Advice,"The only claim is for a small amount within the small-claims limit, and I want filing guidance.","The only claim is for a small amount within the small-claims limit, and I want filing guidance.","amount, desired court, liens, licensing, and complexity",Real Property,Construction/Contractors,"The contractor's bond, licensing, and multiple subcontractors are involved.","The contractor's bond, licensing, and multiple subcontractors are involved.",contractor_vs_small_claims,AtoB,expanded_workbook_grounded,59;165;368;391,,true,,false,synthetic_candidate_needs_human_validation
x0010,f01_AtoB_10,My spouse and I cannot keep living together and I need legal help. I do not know what to do next.,Family Law,General (Divorce/Separation),Family Law,Restraining Orders,My partner threatened to hurt me if I leave and has blocked the door before.,My partner threatened to hurt me if I leave and has blocked the door before.,"whether there are threats, violence, coercive control, or an immediate need for protection",Family Law,General (Divorce/Separation),"The dispute is about separation and support, and nobody has threatened me.","The dispute is about separation and support, and nobody has threatened me.",divorce_vs_restraining,AtoB,expanded_workbook_grounded,51;422,,true,domestic_violence_low_question_coverage,true,synthetic_candidate_needs_human_validation
x0325,f11_BtoA_10,A money judgment is part of a larger financial crisis for me. I do not know what to do next.,Bankruptcy,Personal,Debtor/Creditor,Judgement Collection,The judge ordered payment to me and I need help collecting it.,The judge ordered payment to me and I need help collecting it.,who won the judgment and whether the caller needs debt relief,Bankruptcy,Personal,"The judgment is against me and I have many other debts, so I want to file bankruptcy.","The judgment is against me and I have many other debts, so I want to file bankruptcy.",judgment_vs_bankruptcy,BtoA,expanded_workbook_grounded,108;110,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
x0733,f25_BtoA_03,I need help with a VA decision that affects my housing.,Real Property,"Government Loans (VA,FHA,Etc.)",Administrative Law,Military/Veterans,I need restoration of veterans compensation that the VA discontinued.,I need restoration of veterans compensation that the VA discontinued.,whether the VA issue is a personal benefit or a government-backed property loan,Real Property,"Government Loans (VA,FHA,Etc.)","The legal problem is a VA loan on residential property, not veterans compensation.","The legal problem is a VA loan on residential property, not veterans compensation.",veterans_benefits_vs_va_loan,BtoA,expanded_workbook_grounded,384;424,,true,,false,synthetic_candidate_needs_human_validation
x0425,f15_AtoB_05,I had a problem with my pay and raised it with my manager. What are my options?,Labor & Employment,Wage and Hour Claims,Labor & Employment,Wrongful Discharge,"The unpaid wages matter is resolved, but I need help with the retaliatory firing.","The unpaid wages matter is resolved, but I need help with the retaliatory firing.",whether employment continues and whether the caller was fired for complaining,Labor & Employment,Wage and Hour Claims,The employer misclassified me and has not paid required overtime.,The employer misclassified me and has not paid required overtime.,wages_vs_wrongful_discharge,AtoB,expanded_workbook_grounded,12;32;344,,true,,false,synthetic_candidate_needs_human_validation
x0688,f23_BtoA_14,I need help enforcing my rights concerning repairs in my rental. Can a lawyer help me?,Real Property,Tenant (Residential),General Litigation,Mold Claims,I need damages specifically for toxic mold contamination and related injuries.,I need damages specifically for toxic mold contamination and related injuries.,whether mold exposure is the claim or the issue is ordinary tenant rights,Real Property,Tenant (Residential),There is no mold; the dispute is the landlord's failure to repair plumbing and an eviction threat.,There is no mold; the dispute is the landlord's failure to repair plumbing and an eviction threat.,mold_vs_tenant,BtoA,expanded_workbook_grounded,14;365;371,,true,,false,synthetic_candidate_needs_human_validation
x0097,f04_AtoB_07,A person keeps sending messages and appearing at places I go. What are my options?,General Litigation,Stalking Orders,Family Law,Restraining Orders,The person is my child's other parent and has assaulted me before.,The person is my child's other parent and has assaulted me before.,the caller's relationship to the person and any history of abuse,General Litigation,Stalking Orders,"The person is a former coworker, not a family member or intimate partner.","The person is a former coworker, not a family member or intimate partner.",stalking_vs_restraining,AtoB,expanded_workbook_grounded,70;73;387;422,,true,criminal_vs_restraining_wrong_stalking_default,true,synthetic_candidate_needs_human_validation
x0049,f02_BtoA_04,The situation with my child's other parent has escalated and I am scared.,Family Law,Restraining Orders,Family Law,Child Custody/Visitation,"I want to modify custody and parenting time, not seek a protective order.","I want to modify custody and parenting time, not seek a protective order.",whether the dispute concerns parenting time or violence and protection,Family Law,Restraining Orders,My ex threatened to take the child by force and hurt me.,My ex threatened to take the child by force and hurt me.,custody_vs_restraining,BtoA,expanded_workbook_grounded,8;38;51,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
legacy_128,legacy_p05_AtoB_08,I told a worker their services were no longer needed and now they are threatening to take legal action against me.,Labor & Employment,Wrongful Discharge,Business & Corporate,"General (Contracts, Business, Organization)",I’m actually the owner of a small janitorial service and the worker was a temp hired through a contract.,"Oh, I own the janitorial company, and she was a temp, not a regular employee.",employer or contractor relationship,Labor & Employment,Wrongful Discharge,The clarifying answer confirms the original Labor & Employment issue and does not add the fact that would support Business & Corporate.,"No. My issue is the original Labor & Employment matter, not the alternative described.",employee_vs_employer,AtoB,legacy_200_snapshot,,p05_AtoB_08,false,,false,legacy_candidate_needs_revalidation
x0047,f02_BtoA_02,There is a serious dispute with my ex involving me and our child.,Family Law,Restraining Orders,Family Law,Child Custody/Visitation,I need a custody order because the other parent will not return our child on time.,I need a custody order because the other parent will not return our child on time.,whether the dispute concerns parenting time or violence and protection,Family Law,Restraining Orders,My former partner has been stalking me and threatening our child's safety.,My former partner has been stalking me and threatening our child's safety.,custody_vs_restraining,BtoA,expanded_workbook_grounded,8;38;51,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
x0035,f02_AtoB_05,My child's other parent and I are fighting about where our child should stay. What are my options?,Family Law,Child Custody/Visitation,Family Law,Restraining Orders,There is already violence at exchanges and I need immediate protection.,There is already violence at exchanges and I need immediate protection.,whether the dispute concerns parenting time or violence and protection,Family Law,Child Custody/Visitation,The issue is which parent the child should live with and when visits occur.,The issue is which parent the child should live with and when visits occur.,custody_vs_restraining,AtoB,expanded_workbook_grounded,8;38;51,,true,domestic_violence_low_question_coverage,true,synthetic_candidate_needs_human_validation
x0775,f27_AtoB_03,The company cannot continue operating and we do not know the right legal process.,Bankruptcy,Business,Business & Corporate,Sale of Business,"The issue is the buyout and sale of my company interest, not insolvency.","The issue is the buyout and sale of my company interest, not insolvency.",whether the company is insolvent or the issue is ownership transfer and dissolution,Bankruptcy,Business,The main issue is insolvency and bankruptcy relief for the business debts.,The main issue is insolvency and bankruptcy relief for the business debts.,business_bankruptcy_vs_dissolution,AtoB,expanded_workbook_grounded,33;109,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
x0669,f23_AtoB_09,There are dangerous conditions in my rental home and the owner will not fix them. I do not know what to do next.,General Litigation,Mold Claims,Real Property,Tenant (Residential),The landlord served an eviction notice after I requested ordinary repairs.,The landlord served an eviction notice after I requested ordinary repairs.,whether mold exposure is the claim or the issue is ordinary tenant rights,General Litigation,Mold Claims,"An inspector identified extensive mold, and that is the focus of the lawsuit.","An inspector identified extensive mold, and that is the focus of the lawsuit.",mold_vs_tenant,AtoB,expanded_workbook_grounded,14;365;371,,true,,false,synthetic_candidate_needs_human_validation
x0570,f19_BtoA_15,"I cannot work and have very little income, but my benefits were denied. Can a lawyer help me?",Administrative Law,Social Security/SSI,Administrative Law,SSD (Social Security Disability),The denial concerns Social Security Disability Insurance from my prior employment.,The denial concerns Social Security Disability Insurance from my prior employment.,whether the benefit is work-credit SSDI or needs-based SSI,Administrative Law,Social Security/SSI,"The denied benefit is Supplemental Security Income, not SSDI.","The denied benefit is Supplemental Security Income, not SSDI.",ssd_vs_ssi,BtoA,expanded_workbook_grounded,94;96;397,,true,,false,synthetic_candidate_needs_human_validation
x0386,f13_BtoA_11,I need help with a noncriminal decision affecting my license. I do not know what to do next.,Administrative Law,DMV (Non-Criminal),Criminal Law,DUII/DWS,"This involves criminal charges for impaired driving, not only DMV paperwork.","This involves criminal charges for impaired driving, not only DMV paperwork.",whether there is a DUII arrest or only a noncriminal DMV decision,Administrative Law,DMV (Non-Criminal),This is only a DMV administrative hearing about driving fitness.,This is only a DMV administrative hearing about driving fitness.,dui_vs_dmv,BtoA,expanded_workbook_grounded,422,,false,,false,synthetic_candidate_needs_human_validation
legacy_059,legacy_p07_BtoA_09,Things haven’t been clear between me and my ex about our child since we split.,Family Law,Child Support/Modification,Family Law,Child Custody/Visitation,I want to change the custody agreement because my hours at work have changed.,I need to change the custody schedule because I work different hours now.,need for custody modification,Family Law,Child Support/Modification,The clarifying answer confirms the original Family Law issue and does not add the fact that would support Family Law.,"No. My issue is the original Family Law matter, not the alternative described.",custody_vs_support,BtoA,legacy_200_snapshot,,p07_BtoA_09,false,,false,legacy_candidate_needs_revalidation
x0287,f10_BtoA_02,A debt has gone unpaid and I want to understand my options.,Debtor/Creditor,General (Creditor),Bankruptcy,Personal,"The debts are mine, and I cannot afford the payments or collection lawsuits.","The debts are mine, and I cannot afford the payments or collection lawsuits.",whether the caller owes the debt or is trying to collect it,Debtor/Creditor,General (Creditor),My customer owes my business money and I want to pursue collection.,My customer owes my business money and I want to pursue collection.,bankruptcy_vs_creditor,BtoA,expanded_workbook_grounded,108;110;120,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
x0473,f16_BtoA_08,The hospital's actions caused a devastating outcome for our family. What are my options?,General Litigation,Wrongful Death,General Litigation,Malpractice-Medical,My relative is alive but now has permanent injuries from the medical error.,My relative is alive but now has permanent injuries from the medical error.,whether the patient survived and who would bring the claim,General Litigation,Wrongful Death,The patient never recovered and died; we need a wrongful-death attorney.,The patient never recovered and died; we need a wrongful-death attorney.,malpractice_vs_wrongful_death,BtoA,expanded_workbook_grounded,24,,true,,false,synthetic_candidate_needs_human_validation
x0506,f17_BtoA_11,My child's living arrangement has changed and I need legal advice. I do not know what to do next.,Family Law,Child Custody/Visitation,Family Law,Paternity,Nobody disputes visits yet; I need the court to determine legal parentage.,Nobody disputes visits yet; I need the court to determine legal parentage.,whether parentage is legally established and whether custody is disputed,Family Law,Child Custody/Visitation,Legal parentage is settled and I need to modify custody.,Legal parentage is settled and I need to modify custody.,paternity_vs_custody,BtoA,expanded_workbook_grounded,23;38;51,,true,,false,synthetic_candidate_needs_human_validation
legacy_130,legacy_p05_AtoB_10,Someone I stopped working with is saying I have to pay them for lost work. I'm confused and worried.,Labor & Employment,Wrongful Discharge,Business & Corporate,"General (Contracts, Business, Organization)",I own a tutoring service and hired the person as a contractor to help with some assignments.,"I run the tutoring service and hired him as a contractor, not as an employee.",status of the person in relation to the business,Labor & Employment,Wrongful Discharge,The clarifying answer confirms the original Labor & Employment issue and does not add the fact that would support Business & Corporate.,"No. My issue is the original Labor & Employment matter, not the alternative described.",employee_vs_employer,AtoB,legacy_200_snapshot,,p05_AtoB_10,false,,false,legacy_candidate_needs_revalidation
x0178,f06_BtoA_13,I have a hearing about a complaint involving my workplace. Can a lawyer help me?,Administrative Law,General (State),Labor & Employment,Discrimination,I want advice about workplace discrimination before filing with an agency.,I want advice about workplace discrimination before filing with an agency.,whether a state agency has issued a decision or scheduled an administrative hearing,Administrative Law,General (State),The notice is for a contested-case hearing before a state administrative law judge.,The notice is for a contested-case hearing before a state administrative law judge.,employment_vs_state_hearing,BtoA,expanded_workbook_grounded,83,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0730,f25_AtoB_14,A VA-related decision is affecting my finances and I need help. Can a lawyer help me?,Administrative Law,Military/Veterans,Real Property,"Government Loans (VA,FHA,Etc.)",The dispute concerns the terms and servicing of my VA-backed construction loan.,The dispute concerns the terms and servicing of my VA-backed construction loan.,whether the VA issue is a personal benefit or a government-backed property loan,Administrative Law,Military/Veterans,"The issue is a Department of Veterans Affairs benefit termination, not a mortgage.","The issue is a Department of Veterans Affairs benefit termination, not a mortgage.",veterans_benefits_vs_va_loan,AtoB,expanded_workbook_grounded,384;424,,true,,false,synthetic_candidate_needs_human_validation
x0281,f10_AtoB_11,There are several bills involved and I do not know what legal option fits. I do not know what to do next.,Bankruptcy,Personal,Debtor/Creditor,General (Creditor),I am the person owed money and want to collect from the debtor.,I am the person owed money and want to collect from the debtor.,whether the caller owes the debt or is trying to collect it,Bankruptcy,Personal,I am the person who owes several creditors and want to file bankruptcy.,I am the person who owes several creditors and want to file bankruptcy.,bankruptcy_vs_creditor,AtoB,expanded_workbook_grounded,108;110;120,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
x0054,f02_BtoA_09,My child's other parent will not leave me alone and I need legal help. I do not know what to do next.,Family Law,Restraining Orders,Family Law,Child Custody/Visitation,The issue is which parent the child should live with and when visits occur.,The issue is which parent the child should live with and when visits occur.,whether the dispute concerns parenting time or violence and protection,Family Law,Restraining Orders,There is already violence at exchanges and I need immediate protection.,There is already violence at exchanges and I need immediate protection.,custody_vs_restraining,BtoA,expanded_workbook_grounded,8;38;51,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
x0524,f18_AtoB_14,There is a dispute about who should handle an elderly parent's affairs. Can a lawyer help me?,Wills & Trusts,Conservatorship/Guardianship,Wills & Trusts,Elder Abuse,A caregiver pressured my parent to change beneficiaries and took large payments.,A caregiver pressured my parent to change beneficiaries and took large payments.,whether the need is authority to act or suspected exploitation,Wills & Trusts,Conservatorship/Guardianship,"The family agrees protection is needed, and the question is who should be guardian.","The family agrees protection is needed, and the question is who should be guardian.",guardianship_vs_elder_abuse,AtoB,expanded_workbook_grounded,31;71;399;404;411;421,,true,,false,synthetic_candidate_needs_human_validation
x0202,f07_BtoA_07,I need assistance after my termination and a decision about my income. What are my options?,Administrative Law,Unemployment,Labor & Employment,Wrongful Discharge,I was fired for reporting misconduct and have not applied for unemployment.,I was fired for reporting misconduct and have not applied for unemployment.,whether the dispute is with the employer or the state unemployment agency,Administrative Law,Unemployment,"My hearing is about unemployment benefits, not a lawsuit against the employer.","My hearing is about unemployment benefits, not a lawsuit against the employer.",wrongful_discharge_vs_unemployment,BtoA,expanded_workbook_grounded,12;27;32;342,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0445,f15_BtoA_10,A workplace dispute about money escalated and I need a lawyer. I do not know what to do next.,Labor & Employment,Wrongful Discharge,Labor & Employment,Wage and Hour Claims,"My paycheck omitted hours I worked, but I was not terminated.","My paycheck omitted hours I worked, but I was not terminated.",whether employment continues and whether the caller was fired for complaining,Labor & Employment,Wrongful Discharge,The employer fired me immediately after I complained about the missing wages.,The employer fired me immediately after I complained about the missing wages.,wages_vs_wrongful_discharge,BtoA,expanded_workbook_grounded,12;32;344,,true,,false,synthetic_candidate_needs_human_validation
x0297,f10_BtoA_12,I need advice about money that remains unpaid. I do not know what to do next.,Debtor/Creditor,General (Creditor),Bankruptcy,Personal,Creditors are suing me and I am considering personal bankruptcy.,Creditors are suing me and I am considering personal bankruptcy.,whether the caller owes the debt or is trying to collect it,Debtor/Creditor,General (Creditor),The unpaid invoices are owed to me for work I completed.,The unpaid invoices are owed to me for work I completed.,bankruptcy_vs_creditor,BtoA,expanded_workbook_grounded,108;110;120,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
x0193,f07_AtoB_13,I was fired and need help because I have no income now. Can a lawyer help me?,Labor & Employment,Wrongful Discharge,Administrative Law,Unemployment,I need representation at a state unemployment-benefits hearing.,I need representation at a state unemployment-benefits hearing.,whether the dispute is with the employer or the state unemployment agency,Labor & Employment,Wrongful Discharge,The only dispute is whether my employer was allowed to fire me.,The only dispute is whether my employer was allowed to fire me.,wrongful_discharge_vs_unemployment,AtoB,expanded_workbook_grounded,12;27;32;342,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0674,f23_AtoB_14,Problems in my apartment are making my family sick and I need legal help. Can a lawyer help me?,General Litigation,Mold Claims,Real Property,Tenant (Residential),I need repairs and protection from retaliation as a residential tenant.,I need repairs and protection from retaliation as a residential tenant.,whether mold exposure is the claim or the issue is ordinary tenant rights,General Litigation,Mold Claims,"Testing found toxic mold, and the main claim is for illness and remediation caused by mold exposure.","Testing found toxic mold, and the main claim is for illness and remediation caused by mold exposure.",mold_vs_tenant,AtoB,expanded_workbook_grounded,14;365;371,,true,,false,synthetic_candidate_needs_human_validation
x0432,f15_AtoB_12,There is a serious issue involving my hours and my employer's response. I do not know what to do next.,Labor & Employment,Wage and Hour Claims,Labor & Employment,Wrongful Discharge,The employer fired me immediately after I complained about the missing wages.,The employer fired me immediately after I complained about the missing wages.,whether employment continues and whether the caller was fired for complaining,Labor & Employment,Wage and Hour Claims,"My paycheck omitted hours I worked, but I was not terminated.","My paycheck omitted hours I worked, but I was not terminated.",wages_vs_wrongful_discharge,AtoB,expanded_workbook_grounded,12;32;344,,true,,false,synthetic_candidate_needs_human_validation
x0023,f01_BtoA_08,I am afraid of what my partner may do and need legal advice. What are my options?,Family Law,Restraining Orders,Family Law,General (Divorce/Separation),"The dispute is about separation and support, and nobody has threatened me.","The dispute is about separation and support, and nobody has threatened me.","whether there are threats, violence, coercive control, or an immediate need for protection",Family Law,Restraining Orders,My partner threatened to hurt me if I leave and has blocked the door before.,My partner threatened to hurt me if I leave and has blocked the door before.,divorce_vs_restraining,BtoA,expanded_workbook_grounded,51;422,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
x0125,f05_AtoB_05,There was a confrontation and now I need help with what happened. What are my options?,Criminal Law,Misdemeanor,Family Law,Restraining Orders,My former partner assaulted me and keeps coming to my home.,My former partner assaulted me and keeps coming to my home.,whether the caller faces charges or seeks protection and the relationship involved,Criminal Law,Misdemeanor,The police arrested me and I am the person facing criminal charges.,The police arrested me and I am the person facing criminal charges.,criminal_case_vs_protection,AtoB,expanded_workbook_grounded,418;419;422,,true,criminal_vs_restraining_wrong_stalking_default,true,synthetic_candidate_needs_human_validation
x0493,f17_AtoB_13,I need help establishing my legal rights concerning a young child. Can a lawyer help me?,Family Law,Paternity,Family Law,Child Custody/Visitation,I am on the birth certificate and only need a parenting-time order.,I am on the birth certificate and only need a parenting-time order.,whether parentage is legally established and whether custody is disputed,Family Law,Paternity,"Parentage has never been legally established, and that must happen first.","Parentage has never been legally established, and that must happen first.",paternity_vs_custody,AtoB,expanded_workbook_grounded,23;38;51,,true,,false,synthetic_candidate_needs_human_validation
x0558,f19_BtoA_03,"I cannot work and have very little income, but my benefits were denied.",Administrative Law,Social Security/SSI,Administrative Law,SSD (Social Security Disability),The denial concerns Social Security Disability Insurance from my prior employment.,The denial concerns Social Security Disability Insurance from my prior employment.,whether the benefit is work-credit SSDI or needs-based SSI,Administrative Law,Social Security/SSI,"The denied benefit is Supplemental Security Income, not SSDI.","The denied benefit is Supplemental Security Income, not SSDI.",ssd_vs_ssi,BtoA,expanded_workbook_grounded,94;96;397,,true,,false,synthetic_candidate_needs_human_validation
x0311,f11_AtoB_11,I have court papers involving money and cannot figure out what to do now. I do not know what to do next.,Debtor/Creditor,Judgement Collection,Bankruptcy,Personal,"I am the debtor, cannot pay the judgment, and need bankruptcy advice.","I am the debtor, cannot pay the judgment, and need bankruptcy advice.",who won the judgment and whether the caller needs debt relief,Debtor/Creditor,Judgement Collection,"I won the case, but the other person still has not paid me.","I won the case, but the other person still has not paid me.",judgment_vs_bankruptcy,AtoB,expanded_workbook_grounded,108;110,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
x0170,f06_BtoA_05,I have a hearing about a complaint involving my workplace. What are my options?,Administrative Law,General (State),Labor & Employment,Discrimination,I want advice about workplace discrimination before filing with an agency.,I want advice about workplace discrimination before filing with an agency.,whether a state agency has issued a decision or scheduled an administrative hearing,Administrative Law,General (State),The notice is for a contested-case hearing before a state administrative law judge.,The notice is for a contested-case hearing before a state administrative law judge.,employment_vs_state_hearing,BtoA,expanded_workbook_grounded,83,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0751,f26_AtoB_07,My parent has dementia and a benefits problem threatens the current placement. What are my options?,Administrative Law,Medicare/Medicaid,Wills & Trusts,Conservatorship/Guardianship,Medicaid has not denied anything; the problem is that nobody can legally consent or manage property.,Medicaid has not denied anything; the problem is that nobody can legally consent or manage property.,whether benefits were denied or the family lacks legal authority to act,Administrative Law,Medicare/Medicaid,"The immediate issue is a Medicaid termination notice based on assets, and an appeal is due.","The immediate issue is a Medicaid termination notice based on assets, and an appeal is due.",medicaid_vs_guardianship,AtoB,expanded_workbook_grounded,404;411,,true,,false,synthetic_candidate_needs_human_validation
